100
{4,3,5,6,7,9,11,12,13,16,17,18,19} 43 90 39 83 86 56 78 47 93 77 22 8 62 91 24 30 53 50 59 15 72 69 82 14 54 61 88 10            
{13,1,4,5,7,8,9,11,12,14,16,17,19} 75 82 84 85 39 51 77 37 3 96 15 10 6 41 27 20 95 66 55 18 79            
{90,1,4,7,8,9,10,11,12,13,14,15,17} 71 57 78 43 5 2 58 6 53 24 62 20 30 83 88 64 76 92 32 25 35 96 74 33 16 38 54            
{9,2,3,5,6,7,8,10,11,13,14,16,17} 95 77 90 26 42 44 81 69 35 65 15 48 22 88 89 92 12 52 54 1 24 49 100 34 41 23            
{35,1,2,4,6,9,10,11,12,13,14,15,17} 31 49 8 85 37 69 66 36 79 93 95 7 16 70 33 24 3 39 57 41 53 60 50            
{98,1,4,5,8,9,10,12,14,15,16,17,19} 24 90 49 92 34 88 57 52 75 18 74 55 13 70 91 60 80 7 100 51 11 96 2 99 64 53 3 46 72 68 26 73            
{99,1,2,3,4,8,9,10,11,13,14,15,17} 12 45 16 90 33 6 20 75 44 70 73 93 19 78 46 83 64 5 24 100 71 59 32 52 30 81            
{52,2,3,4,6,7,9,11,12,14,15,17,18} 48 81 83 57 20 1 44 65 16 60 71 67 13 68 42 27 5 75 10 73            
{90,1,2,3,5,6,7,8,10,11,12,14,15} 81 42 57 50 32 34 93 13 4 53 54 26 16 41 25 82 74 85 65 46 47            
{67,3,4,5,6,7,9,11,12,15,16,17,19} 98 64 48 73 50 13 38 80 2 91 18 93 47 69 57 92 60 1 34 88 40 74 8 39 14 85            
{94,1,2,3,4,5,7,8,9,10,12,15,16} 55 67 51 27 70 96 56 98 66 34 38 74 63 92 6 88 42 14 73 81 13 71            
{97,1,2,3,5,6,8,9,10,11,13,15,16} 55 7 73 29 70 51 68 85 27 90 52 87 58 39 14 71 43 30 63 17 40 35 41 65 4 76            
{61,1,3,4,5,7,12,14,15,16,18,20,23} 56 80 34 6 65 48 57 21 66 44 72 82 39 22 8 41 35 24 91 11 2 73 88 19 17 59 28 9 78 10 94            
{50,2,3,4,5,6,7,8,9,13,15,17,18} 16 93 71 10 84 60 29 79 98 30 33 36 65 1 26 87 76 11 73 45 92 100 12            
{40,3,5,6,7,8,9,10,11,12,13,14,19} 2 34 22 49 46 66 37 28 16 53 68 18 93 71 60 36 1 33 17 85 4            
{3,1,2,4,6,10,11,12,13,17,19,20,22} 90 29 18 40 41 82 8 23 24 96 94 74 97 77 55 21 66 35 31 84 26 75 5 51 14 81 7 9 15            
{28,1,2,3,4,5,6,7,8,9,10,11,14} 97 51 78 81 45 13 15 12 42 29 50 49 44 23 93 86 56 85 25 36 68 76 59 69 18 35            
{15,1,3,4,5,7,8,9,11,12,13,14,19} 42 31 87 2 29 58 35 61 84 44 95 10 76 85 28 17 6 34 64 47 24 70 26 53 62 16            
{63,1,2,3,4,5,6,8,9,10,11,12,14} 67 7 66 54 60 92 21 73 100 91 49 28 98 65 80 62 69 13 89 55 95 36 84 23 82            
{22,1,4,5,6,9,10,11,12,13,14,15,16} 2 51 8 90 33 7 80 36 96 84 76 46 93 3 59 35 23 92 75 32 100            
{57,1,2,3,4,5,6,7,8,9,10,11,12} 34 73 75 82 94 64 90 30 81 87 44 43 16 51 92 13 41 86 95 19            
{4,2,3,5,6,7,8,9,10,11,12,14,16} 15 33 46 40 82 29 44 20 75 68 92 73 63 1 56 76 94 45 89 65 13 28 37 61            
{83,1,2,3,5,6,7,8,9,10,11,12,13} 97 49 43 28 4 57 34 86 51 27 63 20 16 46 30 58 74 89 19 92 50 29 41 94 61 90 39 17            
{93,2,8,9,10,11,12,14,15,17,19,20,21} 48 50 3 1 92 5 7 51 6 80 29 83 74 31 18 90 91 16 4 82 13 39 71 63            
{9,1,2,4,5,6,7,8,10,11,12,13,14} 3 48 47 100 40 75 36 56 82 54 68 69 90 95 17 39 98 27 91 50            
{36,1,2,3,5,7,8,10,11,12,13,15,17} 34 43 28 82 18 89 27 37 66 85 90 45 78 35 92 71 16 99 48 61 67 60 96 81 6 4 14 9 88            
{55,1,3,4,5,6,7,9,10,13,14,15,16} 8 75 98 11 63 42 12 35 89 45 81 64 73 82 44 26 61 84 30 23 25 49 76 99 72 2 85 54 40            
{19,1,2,3,4,5,6,7,8,9,10,11,12} 90 18 13 55 78 53 69 92 23 63 43 26 100 95 93 46 67 76 81 15 17 22 40 49 75            
{62,1,2,3,4,5,6,7,8,9,10,11,13} 70 23 22 42 12 45 56 72 18 17 87 90 32 94 77 16 14 44 24 54 83 41            
{47,2,4,5,6,8,9,10,11,13,15,16,17} 85 77 98 1 94 37 92 41 23 63 60 21 56 7 51 33 14 3 12 68 72 27 31            
{63,1,2,3,4,6,7,8,9,10,11,12,13} 85 73 18 49 83 33 99 5 24 80 93 41 30 16 50            
{56,1,2,4,5,6,8,10,11,12,13,14,15} 20 68 7 9 3 37 69 47 97 63 53 84 29 65 64 71 72            
{37,1,2,4,6,8,9,10,11,12,13,16,17} 14 95 30 54 85 35 66 59 83 3 7 22 15 5 88 20 51 63 31 55 40 46 72 68 93            
{18,1,2,3,5,7,8,12,14,16,17,19,20} 77 54 100 15 13 82 9 66 59 21 96 45 71 35 23 41 99 6 26 44 10 81 11 4 56 49 40            
{26,1,2,6,7,8,9,10,11,14,15,19,21} 70 17 45 100 34 13 12 16 61 79 78 92 33 50 40 57 3 27 20 75 18 99 4 55 5            
{91,1,2,3,4,6,7,8,9,10,11,12,13} 60 26 25 87 70 65 88 52 96 83 39 20 57 17 45 42 19 15 14 50 64 97 49 5            
{32,1,3,4,6,7,8,9,10,11,12,13,14} 33 95 92 26 22 74 69 51 2 38 39 73 63 5 100 44 30 98 15 76            
{10,1,2,4,5,6,7,8,9,12,13,14,15} 86 85 11 98 67 59 52 62 66 95 39 91 42 43 80 37 56 3            
{73,3,4,6,7,8,9,11,14,15,16,17,18} 24 54 59 23 86 100 49 13 57 51 77 38 47 25 10 44 1 75 71 36 12 94 66 46 5 2 37            
{12,1,2,3,4,5,6,7,8,9,11,13,14} 86 27 35 28 16 10 97 69 83 90 34 50 47 99 75 78 25 54 60 100 42 80 64 81 74 33 63 15 22            
{75,1,3,6,7,8,10,11,14,15,17,18,19} 31 79 49 81 80 34 29 13 74 96 67 84 85 71 58 12 2 82 9 66 73 54 23 21 4 5 30 16            
{36,1,2,3,5,6,7,10,12,13,14,15,16} 27 29 58 67 17 11 38 40 8 4 79 75 100 43 91 60 73 47 76 83 18 71 62 70 9 53 66 97 74 57            
{79,2,4,5,6,7,8,9,10,11,13,14,15} 42 3 87 51 93 23 60 53 21 1 61 75 89 12 71 73 38 28 26            
{77,1,2,3,5,6,9,10,11,12,14,15,16} 4 64 51 85 29 39 87 60 34 89 57 58 66 99 17 56 7 46 37 8 22 13 18 86 27 61 55 68 78 63 21            
{36,1,2,3,4,5,6,8,9,10,11,12,13} 83 26 35 34 58 59 90 17 77 7 96 84 14 92 74 49 27 29 22            
{7,1,2,3,4,5,8,10,11,12,13,14,16} 99 66 15 20 78 28 84 6 33 39 58 54 60 70 9 44 57 72 49 22 76 64 23 91 81            
{70,2,3,4,5,6,7,8,11,12,13,14,15} 9 86 42 97 61 80 75 57 72 39 48 53 49 25 40 32 90 10 1 30 64 18 83            
{66,1,2,3,5,6,7,9,11,12,14,15,16} 8 63 47 10 85 25 51 77 26 79 4 13 83 73 52 88 97 49 24            
{6,1,2,3,7,8,9,10,11,12,13,14,16} 53 96 83 31 47 28 34 15 62 17 45 78 4 5 90 19 41 54 27 100 55 72 36 67 39 23 57 48 86 46 85            
{35,2,3,4,6,7,8,11,12,13,15,16,18} 84 62 99 95 97 66 90 65 17 25 78 40 86 64 5 92 31 36 1 23 10 77 24 9 14            
{74,1,3,4,5,7,8,9,10,13,14,15,18} 48 76 20 21 12 63 30 39 92 94 11 44 57 84 95 24 6 58 100 68 16 37 33 72 17 43 23 2 69            
{61,1,2,3,5,9,10,11,13,14,15,16,17} 90 4 48 70 8 100 83 88 38 89 91 73 6 92 36 12 7 85 84 86 68 98 97 80 94 72 95 71            
{66,2,4,7,8,10,11,12,13,14,16,17,19} 78 32 93 63 43 73 18 58 6 47 49 83 67 9 28 3 81 90 1 5 42 71 82 15 59 54 77            
{81,2,5,6,7,8,10,11,12,13,14,15,16} 39 49 9 66 59 19 40 79 25 27 56 53 1 96 41 83 46 71 4 29 3 55 34 33 94            
{19,1,3,4,5,7,8,9,10,13,14,15,17} 64 66 54 59 35 12 78 89 28 16 90 11 44 2 100 6 74 70 33 27 49            
{97,2,3,4,5,6,7,8,9,10,12,14,15} 44 77 1 32 100 61 54 29 99 11 96 13 22 17 79 76 34 38 91 30 80 25 69 98 74 68            
{64,1,2,4,7,11,12,14,15,16,17,18,19} 73 51 6 23 87 82 39 42 46 10 36 13 71 9 98 77 21 78 44 84 68 47 49 62 3 5 35 8            
{42,1,2,4,5,6,7,8,9,10,11,13,14} 83 51 68 87 41 89 78 44 18 53 3 96 23 45 73 97 70 81 12 46            
{72,2,3,4,5,6,8,9,10,11,12,14,15} 78 89 20 65 81 38 39 92 73 100 1 55 63 68 70 34 45 74 17 53 33 13 7 62 54 96            
{36,1,2,3,4,7,9,11,12,13,16,17,18} 43 75 14 15 6 88 30 19 5 44 64 26 73 82 10 42 40 46 94 8 97            
{1,2,3,4,5,6,7,8,9,10,11,12,14} 79 76 43 83 44 78 13 18 56 91 63 22 26 67 23 27 52 82 47 35            
{100,2,4,5,6,7,8,9,10,11,12,13,14} 19 72 68 57 3 59 1 42 73 69 71 49 18 38 96 50 29            
{32,1,2,3,4,5,6,7,8,9,10,13,14} 33 53 61 48 24 90 75 30 40 59 22 80 99 11 12 28 37 98 23 44 31 27 91 73 68 51 100 89 19            
{60,1,2,4,5,8,9,11,12,13,14,15,16} 50 46 88 6 57 3 18 47 21 27 36 40 44 81 55 95 32 82 79 7 68 10 69 71            
{50,1,2,3,5,6,7,10,11,15,16,17,18} 84 87 100 4 32 73 80 9 8 93 13 22 59 19 12 36 67 94 97 90 14 75 83            
{46,1,3,4,6,7,8,9,10,12,14,17,18} 85 33 5 54 39 16 96 19 11 34 84 13 77 55 89 41 48 26 53 44 42 15 2 38 50            
