60
{12,3,6,7,8} 39 16 53 51 4 34 31 45 25 5 17    
{60,1,3,5,6} 27 12 22 33 16 44 41 48 50 35 28 49 53 18 14 4 42 36 21    
{51,1,2,4,6} 7 11 59 12 57 43 41 42 5 38 16 44 49 40    
{42,3,5,6,7} 38 2 32 1 46 35 49 17 22 34 24 57    
{27,2,4,6,7} 24 17 51 38 3 29 39 1 43 41 59 26 53 20 14    
{55,1,2,3,4} 23 54 12 47 19 26 28 41 48 33 27 59 45 15 37 57    
{42,1,2,4,5} 38 26 20 51 13 39 14 29 10 3 58 9    
{54,1,2,3,4} 15 59 49 24 45 50 53 20    
{17,1,2,3,4} 45 42 49 10 37 26 25 31 59 7    
{37,1,2,3,4} 40 36 52 41 26 7 55 38 9 15 12 19 53 50    
{60,1,2,4,5} 52 48 22 19 57 44 45 50 13 3 39 12    
{24,4,5,7,8} 58 43 6 11 10 50 49 32 2 46 16 55 1 45 14 53 3 34    
{57,1,2,3,4} 31 55 40 30 11 18 37 53 7 15 35    
{57,1,3,4,6} 2 31 45 5 16 52 51 7 54 56 12 44    
{45,1,2,3,4} 30 47 18 44 8 26 31 33 60 13 32 6 10    
{39,4,5,6,7} 27 3 59 2 60 12 20 17 14 48 22 1 44 58 51 46 42    
{23,2,3,6,7} 40 21 16 1 42 37 18 9 5 4 41 46 38 33    
{51,1,3,4,5} 48 56 39 43 44 13 59 40 17 49 36 50 15 41 2    
{46,1,2,3,4} 31 57 58 11 51 10 43 27 55 6 29 28    
{56,1,2,3,4} 5 16 43 8 46 34 57 42 49 60 55 52 59 7 58 47    
{39,1,3,4,5} 2 56 47 25 17 22 50 58 29 52    
{54,1,3,5,6} 11 24 47 27 58 57 16 41 4 23 2 21    
{22,1,2,3,4} 55 54 48 58 6 46 17 57 53    
{29,1,2,3,6} 22 40 34 51 4 5 30 28 8 12 55    
{21,2,3,4,5} 33 1 32 28 9 53 51 59 45 56 41 52    
{29,1,2,3,4} 6 36 54 50 33 5 15 9 10 51 46 56 60 39 7    
{22,1,3,4,7} 59 55 56 5 53 40 6 19 45 34 49 29 2 32 47 16    
{24,1,3,4,5} 42 6 25 44 2 57 30 32 56 19    
{5,1,2,3,4} 24 39 38 55 19 52 56 30 21 37 48 27 7 26    
{24,1,2,3,4} 29 13 45 33 28 40 44 42 59 15    
{41,2,3,4,5} 9 15 1 43 19 35 13 59 38 50 51 14    
{25,1,2,3,5} 35 15 43 55 47 28 37 12 53 4 27    
{2,1,3,4,5} 6 15 59 41 30 17 37 25 36 50 26 51    
{4,2,3,5,6} 58 24 60 12 59 36 20 27 1    
{32,1,3,5,6} 13 41 2 43 31 52 50 4 54 45    
{40,1,3,4,5} 10 54 37 2 49 50 34 33 26 18    
{51,1,2,3,4} 50 13 10 44 6 29 49 36 46 57 9 17 56 60 54 32 33    
{4,1,2,6,8} 29 39 7 10 44 45 53 54 17 48 5 55 3 31    
{1,2,3,4,6} 26 60 21 46 7 5 58 38 29 48 18 44 47 16 11    
{10,1,2,4,5} 17 41 3 24 59 48 47 45 36 13 18 27 42 46 30    
{22,1,4,7,8} 5 3 10 33 35 40 17 55 6 18 31 25 2    
{4,1,5,6,8} 16 28 7 9 20 2 30 17 3 45 40 53 56    
{31,1,2,4,6} 20 49 5 32 60 19 12 45 35 3 18    
{58,1,4,5,6} 15 16 28 3 38 39 52 30 37 50 14 18 2 11    
{27,2,3,4,5} 15 42 11 25 55 38 47 12 43 30 6 40 52 9 1 14 58 8 35    
{23,1,2,3,5} 16 60 19 39 40 20 51 37 26 54 55 17 4 12    
{55,1,2,3,4} 20 15 32 39 40 21 27 22 45 6    
{40,1,3,4,5} 58 11 16 23 29 56 18 2 6 57 51 39 38    
{4,1,5,6,7} 60 36 20 43 37 2 9 3 12 56 27 8 18    
{31,1,3,4,5} 35 58 2 21 36 33 18 54 12 44 26 11 59 8 10 37    
{24,2,4,6,8} 53 31 59 48 14 7 60 46 26 18 3 5 16 19 56 33 25 37 1    
{21,1,2,3,4} 59 20 45 44 11 25 35 29 14 10    
{23,3,4,6,7} 5 25 38 12 51 32 27 42 1 2 8 10 13 54    
{14,1,2,3,4} 6 53 36 50 23 22 46 57 35 38 26 37 58 8    
{24,1,2,3,4} 19 47 32 12 13 38 45 29 10 46 20 6 56 41 27 23    
{29,1,2,3,4} 18 37 55 25 27 42 14 60 21 26 20 49 51 28 48    
{6,1,2,5,7} 4 19 20 13 3 22 48 37 11 28 54 14 23 59    
{16,1,2,3,4} 50 12 7 34 23 21 20 39 54 22 19 44 45 48    
{25,1,2,4,7} 9 40 34 51 27 16 18 50 30 52 3 33 20 57 8 31 5 6    
{16,1,3,4,5} 37 43 34 26 2 15 49 46 56 20 39 11 51    
