60
{9,3,7,10,11,13,14,15} 45 58 8 24 51 6 19 44 31 12 55 39 5 23 4       
{43,1,3,4,6,7,8,9} 16 15 36 57 35 5 30 39 44 32 21 42 19 25       
{40,1,2,5,6,7,8,9} 27 17 23 44 12 42 56 4 43 34 16 58       
{43,2,5,6,8,9,11,13} 36 10 48 37 7 59 18 28 22 32 1 47 54 29 14 60 3 12 57       
{6,3,4,7,8,9,11,13} 32 16 12 10 39 2 53 21 47 26 23 31 1 58       
{1,2,3,4,7,9,11,12} 5 24 40 25 15 18 56 49 36 38 30 8 54 46 29 13 10 39 33 52 59       
{54,1,2,3,5,6,8,9} 13 27 44 48 34 59 24 18 4 39       
{20,2,3,4,5,7,10,12} 57 13 9 21 33 1 11 45 19 22 34 15 41 26 6       
{40,2,3,4,5,6,7,11} 46 55 12 10 32 42 45 35 37 30 31 38 8 51 20 26 14 1 54 24 47 41 19       
{16,1,2,3,7,8,11,12} 46 9 21 5 27 37 4 35 6 57 18 34 55 54 17       
{13,1,2,3,4,5,6,7} 8 25 60 47 43 56 16 50 33 57 27 55 42 22       
{23,2,6,7,8,10,11,14} 53 41 4 5 3 19 35 25 13 51 56 1 21 9       
{29,1,2,3,4,5,9,10} 30 11 6 46 59 52 7 22 12 8 56       
{43,1,2,3,5,6,7,8} 60 9 4 40 52 22 39 32 51 56 42       
{43,1,3,4,5,7,9,10} 6 23 8 42 46 2 47 51 29 58 56       
{2,1,4,6,7,8,9,12} 35 45 47 23 11 37 5 18 10 38 3 17 42       
{3,1,2,4,5,6,7,8} 26 10 58 48 54 57 29 24 27 38 16       
{29,1,2,3,5,8,9,11} 23 19 59 43 16 49 6 10 7 4       
{51,3,4,5,6,7,10,11} 2 49 9 48 33 46 32 12 36 57 18 31 8 1 22 40       
{37,1,2,3,4,5,6,7} 31 32 8 52 48 9 54       
{2,1,3,4,6,7,9,11} 55 32 58 31 53 44 57 29 37 22 26 33 10 56 60 45 59 12 50 8 5 49 51       
{4,1,2,3,5,6,7,9} 14 11 29 25 53 8 21 55 44 59 13 38 40 60 19       
{18,2,4,6,7,8,9,10} 3 1 16 54 28 51 42 5 15 29 12       
{40,2,3,4,5,8,10,11} 17 7 9 34 6 59 41 29 33 1 32 52       
{35,1,3,4,5,7,8,9} 36 22 2 6 33 44 51 11 43 31 50 29 34 12 45       
{9,1,2,3,4,6,7,10} 48 17 8 28 56 21 52 35 43 31 38 5 36 27 50 44       
{7,1,2,4,5,6,8,9} 28 58 17 11 38 48 3 36 26 10 53 60 54 57       
{27,1,2,3,5,6,7,8} 36 52 39 37 34 23 43 26 29 45 57 4       
{37,1,2,3,5,7,8,9} 36 38 42 21 34 23 54 24 6 25 59 60 33 13 17 43 18 28 22 40 15 4 44 30       
{58,1,3,4,5,7,8,10} 29 50 47 37 39 42 9 36 33 45 40 35 31 13 6 56 2 53       
{60,2,3,4,6,7,8,10} 30 1 20 44 45 5 21 19 49 25 34 40 9 26 35 54 36       
{9,1,3,6,7,8,10,11} 24 2 43 37 59 20 21 19 4 14 56 5 60 51 38 46 41       
{25,1,2,3,4,5,7,9} 24 8 6 30 19 51 41 55 50 21 47 29 59 11       
{31,1,2,4,5,6,9,11} 38 3 24 51 52 28 7 46 29 8 56 10 59 54 25 58 48       
{9,1,3,4,5,6,7,8} 31 54 10 16 2 30 26 25 55 47 12 49 50 60 59       
{29,1,3,5,7,8,9,10} 2 26 42 4 30 44 25 6 54 43 49 28 27 46 19 56 31 40       
{20,1,2,3,5,6,7,8} 16 10 30 39 4 42 28 21 59 32 29 57 47 9       
{29,1,2,3,4,5,7,8} 34 22 16 9 26 32 48 43 44 17 27 6 59 42 52       
{60,3,4,8,9,10,11,12} 48 37 1 5 6 14 55 52 30 2 28 7       
{30,1,2,4,5,7,8,10} 31 52 6 9 47 3 14 29 22 24 19 51 36       
{12,1,2,3,4,5,6,7} 45 33 44 43 52 32 9 48 24 46 8       
{58,1,4,5,6,7,8,10} 54 3 11 29 9 52 30 38 37 16 36 2 15 51 53 23 14       
{11,1,5,6,7,8,9,10} 32 26 4 50 15 14 28 2 3 25 56 29 38 41 58 60 59 18 36       
{2,4,5,6,8,9,10,11} 38 3 31 48 22 49 41 7 21 26 29 51 36 1 25       
{25,2,3,4,5,6,7,10} 55 31 41 59 16 57 21 1 8 53 28 30 9 52       
{51,1,2,3,4,5,7,8} 60 41 13 56 32 59 49 9 53 19 55 34 15 6 10 36       
{15,1,2,3,6,7,8,10} 11 4 37 57 59 51 9 30 54 40 50 33 16 35 5       
{4,1,2,3,5,6,8,9} 54 53 34 39 7 27 20 26 41 57 19 38 17 44       
{46,1,2,3,4,5,7,8} 50 18 6 44 19 35 36 21 31       
{57,1,2,3,4,5,6,7} 30 26 25 43 49 60 11 21 33 54 35 47       
{12,2,3,4,5,6,7,8} 42 32 46 33 34 19 23 21 15 14 44 40 9 1 47 25       
{56,1,2,3,4,5,7,8} 14 45 39 34 38 42 40 20 13 28 6 41 26 24       
{48,1,2,3,4,6,7,8} 21 27 12 30 46 45 60 5 22 42       
{42,1,2,3,5,8,11,12} 7 59 48 29 47 10 9 27 34 56 6 20 35 31 36 17 23 50 4       
{39,2,3,4,5,6,7,8} 21 9 11 1 22 35 45 46 10 33       
{30,1,2,4,5,7,8,9} 36 12 57 11 43 6 32 54 13 52 21 15 26 3 14 46 34       
{10,1,3,5,6,7,9,12} 19 47 4 8 2 60 48 17 21 56 50 59 11 45 27 28 37       
{43,2,4,6,7,8,9,10} 21 27 1 34 30 15 3 5 42 60 17       
{57,1,2,3,5,8,9,10} 45 21 18 7 29 54 37 47 38 24 6 43 4 13 33 34 35 32 46 22       
{4,1,2,3,5,6,7,8} 53 14 46 35 57 29 31 58 43 50 27 32 22 21 39 11       
