40
{20,4,5,6,7,8,9,11} 2 34 10 14 27 31 21       
{23,3,4,5,6,8,9,11} 10 24 13 34 22 35 36 7 1 18 25 37 27 40       
{30,1,2,5,7,8,9,12} 21 4 11 6 10 18       
{37,1,2,6,7,8,13,14} 9 10 3 40 12 5 24 22 11 39 31       
{6,1,2,3,8,9,10,11} 26 7 4 24 13 29       
{10,1,2,4,7,8,9,11} 15 3 5 17 29 21       
{39,1,3,4,6,8,9,10} 25 23 33 36 5 2 18 24       
{24,1,2,3,4,5,6,7} 11 35 17 28 19 18       
{39,1,2,3,5,6,7,8} 16 34 20 4 30 14 11       
{6,5,7,8,9,11,12,14} 28 1 2 4 13 20 22 26 3 30 17 23       
{14,1,2,5,6,7,10,12} 15 3 29 32 13 4 26 35 8 28 9 16       
{36,1,2,3,5,6,7,8} 32 40 4 31 23 25       
{40,1,3,4,6,7,8,9} 35 27 34 11 2 10 5 30 17 29       
{9,2,3,4,5,6,7,8} 11 38 1 28       
{25,1,2,3,4,5,7,8} 28 38 21 11 36 6 40 39 23 20       
{11,1,2,3,4,5,6,7} 17 19 25 9 21       
{10,1,2,3,4,5,7,9} 20 8 33 13 22 16 6 25 24       
{2,1,4,5,6,9,10,11} 35 22 3 21 23 24 8 7 39 38 19       
{18,1,2,3,4,5,6,7} 22 25 31 16 8 27 39 24       
{40,2,3,4,5,6,7,8} 17 34 10 15 1 9 23 28 22       
{6,2,4,5,7,8,9,10} 31 38 15 26 3 18 16 1       
{10,1,3,5,6,7,8,9} 39 27 24 20 19 2 32 33 18 4 17       
{20,1,3,4,5,6,8,9} 18 30 2 7 26 15 10 12       
{18,1,3,6,9,10,11,12} 2 5 22 17 8 4 26 7 28 19 36       
{12,1,3,4,5,6,8,9} 19 15 32 36 17 2 7 33 16 28       
{34,1,2,3,4,6,7,8} 32 27 23 10 11 36 24 5 21       
{26,3,4,5,6,7,8,9} 2 1 13 34 38 40 19 22       
{14,1,2,3,4,5,6,7} 35 11 39 24 20 10 37 15 25 8       
{13,1,2,3,4,7,8,9} 30 34 31 6 11 39 5       
{36,1,2,4,5,6,7,8} 29 10 31 35 39 3 13 32 23 9       
{12,2,3,5,6,7,8,9} 4 30 1 29 37 40 21 19       
{26,1,2,3,4,5,6,7} 30 25 11 12 22       
{17,1,2,3,4,5,6,8} 36 40 7 38 35 22 25 37       
{13,3,4,5,6,7,8,10} 26 29 1 27 20 9 36 2       
{33,1,3,4,5,6,7,9} 13 8 18 28 30 11 2       
{33,1,3,4,5,6,8,9} 2 7 24 30 40 37 25 12 34 15 26       
{4,1,3,5,6,7,8,9} 36 31 28 2 33       
{21,1,2,3,4,5,6,7} 33 15 14 27 18       
{15,1,2,3,5,6,8,10} 7 4 40 19 22 9 18 29 28 30       
{39,1,3,5,6,7,8,9} 2 20 31 13 4 12 36 27 33 15       
