40
{16,5,7,8} 17 3 36 4 32 11 30 6   
{11,1,4,6} 5 31 15 38 3 28 27 37   
{4,5,7,9} 1 16 8 21 6 35 12 2 38 17   
{15,2,6,7} 39 31 1 21 3 20 13 5 33 24   
{17,1,3,6} 32 2 21 35 33 4   
{8,2,4,5} 28 9 32 1 37 21 29 30 35 3 24 38   
{36,1,2,3} 30 40 32 20 24 8   
{37,1,2,4} 3 36 21 16 22 6 7 39 26 34 15   
{30,1,2,3} 12 32 29 24 6 34 27 15 36 21   
{30,1,2,3} 20 39 28 17 35 18 25 24 36 31   
{16,3,4,5} 13 39 22 35 2 1 14   
{29,1,2,4} 20 3 24 38 33 31 9   
{19,1,2,3} 15 34 11 20 25 24 38 4 36 31   
{21,1,2,3} 25 11 16 23 38 33 24   
{13,1,3,5} 8 19 36 9 26 40 2 4 39 38 30   
{18,2,4,5} 20 29 8 14 21 11 31 28 39 3 1 30   
{37,2,4,6} 22 5 20 3 10 19 1 33   
{29,1,2,3} 10 32 16   
{28,1,2,3} 26 15 27 13 17 31 40 34 24   
{37,1,2,3} 4 23 40 17 16 12 29 34 10 13 25 22 7 30   
{31,1,2,7} 30 27 33 9 6 14 34 5 4 16 8 28 3   
{27,1,2,3} 8 28 34 29 40 25 11 20 17   
{26,1,2,3} 27 20 36 14 35 31   
{4,1,2,3} 32 19 9 14 12 13 29 10 27 6 7   
{22,1,2,3} 36 14 27 10 26 20 13   
{34,1,2,3} 19 23 40 25 8 28 15   
{33,1,3,4} 22 28 9 2 21 24 23 34 38 25 19 32 39   
{30,1,3,4} 19 34 2 27 26 21 6 32 10 22 36 35 16   
{24,1,2,3} 20 22 12 39 9 16 6 18   
{9,2,3,4} 10 1 28 31 6 15 40 21 20 16 7   
{21,1,3,5} 16 30 39 37 12 4 10 38 23 13 19 2   
{1,2,3,4} 6 24 9 35 18 28 27 36 5 7   
{14,1,2,3} 12 17 4 38 21 27 5   
{19,1,2,3} 21 13 26 8 27 28 22 9 36 20   
{3,1,2,4} 28 32 5 11 6 23 10 38   
{10,2,3,4} 7 13 9 1 32 34 38 39 15 28 8 25 23   
{17,1,3,4} 31 6 2 20 8   
{2,1,4,5} 31 13 35 33 14 36 15 27 40 6 39 3 12   
{38,1,2,3} 11 16 27 29 15 8 10 4 36 31   
{15,1,2,3} 19 30 20 26 7 38 22   
