40
{6,3,5,7,8,9} 4 11 20 21 40 25 35     
{30,1,4,5,6,7} 3 21 8 23 19 40 32 24 13 16     
{2,1,4,5,6,7} 12 26 34 36 11 24 23 28 31 15     
{32,2,3,5,6,7} 22 13 33 1 12 8 10     
{39,1,2,3,4,6} 40 35 37 27     
{25,2,3,4,5,7} 24 13 17 35 27 1     
{9,1,2,3,4,5} 27 33 12     
{39,1,3,5,6,7} 15 2 24 4 38 16     
{37,1,2,3,4,5} 18 7 29 40 22 13 32     
{29,1,2,3,5,6} 36 11 16 25 4 37 18 33 31     
{3,2,4,5,6,7} 17 21 29 33 26 31 1 23 38 10     
{7,1,2,5,6,8} 34 31 3 40 20 29 4 18     
{23,1,3,5,7,8} 28 4 2 35 22 9 27 29 6 31     
{34,1,2,3,4,5} 37 39 31 25 19 20 27     
{16,1,2,4,5,6} 25 8 3 27     
{10,1,3,4,5,6} 2 38 31 32 8 15 26 22     
{18,1,2,3,4,5} 6 38 11     
{9,1,2,3,4,5} 30 36 21 10 17 26 24 34 12     
{14,1,3,4,5,6} 37 2 34     
{26,2,3,4,5,6} 1 33 12 14     
{33,3,4,5,6,7} 30 1 34 2 18 35 27 32 11     
{4,1,2,3,5,6} 23 36 13 16 39 30 9     
{25,1,4,5,6,7} 34 40 24 22 39 3 36 13 27 2 11     
{3,1,4,5,7,9} 6 35 2 23 37 8 18     
{6,2,3,4,5,7} 15 10 1 14 23     
{11,1,2,4,5,6} 16 18 20 3 35     
{6,1,2,3,4,8} 28 5 14 31 21 15 23 13 7     
{27,1,2,4,5,6} 34 13 29 3     
{11,1,2,3,4,5} 28 9 10 32 34 12 13 38     
{22,1,3,4,5,6} 2 18 21     
{27,1,2,4,5,6} 11 13 12 3 16 10 14     
{21,1,3,5,6,7} 38 16 36 29 9 2 4     
{21,1,2,3,5,6} 20 11 10 7 4     
{23,1,2,4,5,6} 35 28 14 21 18 29 3 19 40 39 12     
{24,2,3,4,7,8} 34 1 40 6 21 5 26 38 13     
{18,1,2,4,5,6} 3 23 32 22 10     
{14,1,2,3,4,6} 19 9 10 5 38 24     
{35,1,2,3,4,5} 37 8 39 29 16 11 32 17     
{14,1,2,3,4,6} 34 23 22 38 8 5     
{5,3,4,6,7,8} 1 34 2 35 23 9 12     
