40
{40,5,6,7,10,11} 9 14 3 4 23 8 39 22 34     
{11,1,4,5,6,7} 37 39 20 3     
{2,4,5,7,8,9} 22 1 33 29 19 38 15 40 32 6 35 10 28 31 36     
{9,2,3,5,8,11} 13 36 17 39 15 37 16 32 19 1 6 30 10 20 7     
{36,1,2,3,4,7} 17 40 6     
{26,1,2,7,8,9} 24 23 38 4 12 35 10 22 3 19 15 5 11     
{40,1,2,3,5,6} 31 4 9 24 11     
{27,2,3,4,5,6} 36 16 15 12 14 25 34 33 1     
{27,2,3,5,6,8} 4 7 16 36 1 18 38 21 23     
{6,1,2,5,7,8} 35 29 38 21 15 18 16 3 4 24 14 12     
{2,1,3,4,5,8} 36 7 23 6 28 32 31 21     
{19,1,2,3,4,5} 22 20 32 34 35 6 18 16 8 17 10     
{22,1,2,3,5,6} 38 19 40 21 4 24     
{10,2,3,4,5,6} 1 27 8 17 40 22 34     
{8,1,2,5,7,9} 17 4 30 6 18 23 3 16 10     
{15,1,2,3,5,6} 8 25 12 4 31 29 21 26 10 27 30 9 24     
{28,1,2,3,6,7} 14 12 4 37 38 5 15 31     
{15,1,2,3,4,5} 23 37 12 34 20 10 9     
{39,1,2,5,7,8} 3 4 34 26 6 13 12     
{4,1,3,5,6,7} 25 2 31 37 18 12     
{26,1,2,3,4,5} 10 30 16 31 22 13 27 11 35 9     
{6,2,4,5,7,8} 12 13 34 1 3 23 21 30 14 26     
{39,2,3,4,5,7} 18 22 9 1 15 34 11 6 36     
{7,1,2,3,4,5} 16 6 30 13 10     
{20,1,2,3,4,5} 8 26 16 36     
{22,1,2,3,4,5} 19 16 31 6 21 27 36 37 25     
{28,1,2,3,4,5} 9 26 14 8 30 16 21 39 37     
{39,1,2,4,5,6} 3 17 35 29 27 31 30 11     
{28,1,2,4,5,6} 38 10 3 16     
{24,1,2,3,5,6} 15 28 16 40 32 27 21 34 31 22 36 4     
{20,1,2,4,5,6} 3 28 11 7 36 17 30 16 21 26     
{39,1,2,5,6,7} 12 11 30 36 4 3 33 37 40     
{40,1,2,4,5,6} 35 32 8 3     
{39,2,3,4,5,6} 19 40 30 23 18 1 12 14 8 22     
{28,1,2,4,5,7} 10 12 21 33 6 3     
{11,1,2,6,7,10} 3 31 25 5 4 30 8 32 23 9 26     
{17,1,3,5,6,7} 20 26 4 32 39 27 2 18     
{6,1,2,4,5,7} 29 13 10 9 39 3 17     
{32,3,5,6,7,8} 1 38 34 2 37 27 28 19 23 4     
{7,2,4,6,8,9} 1 32 30 13 14 33 5 3 34     
