40
{2,4,5,6,9,12} 10 34 17 7 23 16 11 8 30     
{1,3,4,5,6,7} 32 19 18     
{24,1,2,4,5,6} 13 22 17 14 29 27 35 28     
{36,1,2,3,5,6} 21 9 7 22 24 14 11 10 31 17     
{14,1,2,3,4,7} 38 30 11 31 28 20 6 10 39     
{25,1,2,3,4,8} 19 5 36 28 16 18 7 37     
{1,2,3,5,8,10} 9 29 31 26 6 4     
{17,2,3,4,5,6} 1 12 14 24 39 33 25     
{29,1,2,3,5,6} 7 20 4 23 35 28 37     
{14,2,3,6,7,8} 28 37 1 36 34 11 12 4 5 31     
{5,2,3,6,7,8} 36 1 10 4 35 15 37     
{17,1,2,3,4,5} 36 37 8 10 38 16 35     
{17,1,2,4,5,6} 18 3 26 27 40 35 22     
{4,1,2,6,7,9} 22 23 39 35 8 25 31 20 29 36 10 3 24 5     
{19,1,2,3,4,5} 17 26 11 21 23 31 33 18     
{1,2,3,4,5,7} 37 31 34 26 12 39 22 21 28 6     
{3,2,5,6,7,9} 4 8 15 21 13 12 26 1 29     
{34,1,3,4,5,7} 15 6 32 40 39 26 25 2 13 38 27     
{32,1,3,4,5,7} 31 30 40 2 15 33 21 24 6     
{21,1,2,3,4,6} 37 27 25 9 14 24 34 5 31 26 28     
{33,1,2,3,5,6} 4 30 24 19 15 37 16 20 17 36     
{33,1,2,5,6,7} 30 40 14 16 28 27 4 13 3     
{35,2,3,4,5,6} 9 1 15 37 32 30 14     
{3,1,2,5,6,7} 14 8 20 19 4 33 30 21 36     
{40,1,2,3,4,5} 6 36 8 20 29 34 18 14 38 30 37 27     
{15,1,2,3,4,5} 16 13 7 20 35 17 18     
{25,1,2,4,5,6} 20 18 22 13 3 29 31     
{6,1,2,4,7,8} 5 33 3 9 16 10 22 35 20     
{37,1,2,4,5,6} 27 25 7 9 3 35 14 17 40     
{31,2,3,4,6,7} 22 25 24 35 23 19 1 5 21     
{37,1,2,3,6,8} 14 27 16 4 19 15 10 20 5 34 7 30     
{19,1,3,4,5,6} 18 39 35 23 2 40 36     
{15,1,2,3,4,5} 21 35 22 24 36 19 8 39 28     
{20,2,3,4,5,6} 1 36 25 18 16 31 10 38     
{3,1,2,4,5,6} 9 14 30 28 23 33 32 13 26 11 37 12 29     
{12,1,2,3,5,7} 14 21 11 10 24 34 25 32 6 4 33     
{25,1,2,3,4,5} 21 23 11 38 16 6 9 10 29 35 12 31 20     
{34,1,2,3,4,6} 25 18 12 5 37     
{14,1,2,3,4,6} 8 33 16 18 32 5     
{18,1,2,3,4,5} 29 25 22 19 32 13     
