40
{6,5,7,8,9,11,12,13} 19 2 26 23 10 17 32 3       
{35,3,4,5,6,7,9,10} 25 13 8 15 32 21 1 31       
{4,2,5,6,8,11,12,13} 34 10 33 25 21 9 26 35 27 1 15 7 38       
{24,1,2,5,6,8,9,10} 3 32 14 16 33 7 23 30 34 22 21       
{8,1,2,3,4,7,9,10} 6 29 22 36 18 30       
{34,2,3,4,9,10,11,12} 7 24 30 21 8 5 1 36       
{31,1,2,5,8,9,10,11} 6 33 18 4 25 15 3 17 38       
{17,1,3,4,7,9,10,11} 2 27 5 22 30 26 20 35 6       
{28,1,2,4,5,6,7,8} 16 33 15 17 11 10 26 14 3       
{40,2,4,5,6,7,8,11} 18 9 1 24 13 39 3 25 35 12 14       
{34,1,2,3,4,5,6,7} 19 9 25 29 40 36 15       
{27,1,2,3,4,5,6,7} 16 32 35 24 15 17 10       
{28,1,3,4,5,6,7,8} 19 35 34 2 10 29 20 31 38       
{19,1,2,3,5,6,7,8} 38 10 9 35 4 32 24 28       
{9,1,4,5,6,8,10,13} 32 2 30 7 33 20 36 3 24 37 12 18 11 25       
{34,1,2,3,5,6,7,8} 4 40 12 9 22 19       
{37,2,3,4,5,6,10,11} 29 9 1 12 8 32 7       
{15,1,2,3,4,6,8,9} 19 33 36 38 26 27 5 37 7 10       
{18,2,3,4,5,6,7,8} 25 35 1 38 23 11 29 16 14 13 36       
{15,1,2,3,4,5,6,7} 40 22 13 24 25 8 28       
{39,1,5,7,8,9,10,11} 37 35 6 31 3 4 28 2       
{4,1,2,3,6,7,9,10} 35 8 5 23 16 31 30 20 24       
{19,2,3,5,6,7,8,9} 1 4 22 31       
{33,1,2,3,5,7,8,9} 14 12 22 15 6 29 4 10 20       
{27,1,4,5,6,8,9,12} 28 15 33 10 3 20 38 26 32 11 2 19 7 36 35       
{3,2,4,5,6,7,10,11} 9 1 8 27 18 25       
{35,1,2,4,5,6,7,9} 28 12 3 25 18 29 30 26 8 31       
{14,1,2,3,4,5,6,7} 40 29 37 21 25 20 9 13 27       
{17,1,2,3,4,6,7,8} 11 19 39 34 24 30 28 5 27 13       
{4,1,2,3,7,9,10,11} 8 34 29 15 27 22 5 38 6       
{2,1,3,4,5,6,8,9} 13 27 22 21 23 7       
{4,3,5,6,7,8,9,10} 25 12 15 14 2 1 17       
{25,1,2,5,6,8,10,11} 18 4 7 24 38 15 3 9       
{3,1,2,5,7,8,9,10} 13 30 11 16 29 6 4 39       
{2,1,4,5,6,7,9,11} 10 19 21 25 27 22 3 14 8 12 13       
{5,1,2,3,4,7,8,9} 11 25 19 6 37 15 18       
{17,1,2,3,4,5,6,7} 36 28 18 21 15 40       
{18,1,2,4,5,6,8,9} 13 30 7 3 25 19 33 14       
{10,1,2,3,4,5,6,7} 29 34 21       
{11,1,2,3,4,5,6,7} 20 16 37 10 28       
