40
{22,6,7,8,10,11,12,13} 26 37 38 31 9 5 33 4 20 2       
{3,4,5,6,7,10,11,12} 8 1 36 28 16 29 40 39 17 9       
{37,1,4,5,7,9,11,13} 10 14 35 8 6 23 2 31 34 12 20 22 17 21       
{16,2,3,6,7,8,9,10} 25 29 14 5 17 11 1 15       
{4,2,3,6,7,8,10,11} 13 17 9 25 27 1 40 24 39 34       
{16,1,2,4,5,7,13,17} 12 8 33 29 39 14 22 11 15 10 9 40 3       
{28,1,2,3,4,5,6,8} 22 37 23 14 40 20       
{3,1,4,5,7,9,10,12} 6 35 40 2 14 30 11 34 29       
{2,3,4,7,8,10,12,13} 37 20 1 35 19 23 24 6 11 32 5 38       
{33,1,2,4,5,7,8,9} 6 23 12 38 20 3 37 21 13       
{24,1,2,3,5,7,10,12} 20 4 36 17 9 8 6 19 30 23 21       
{30,1,2,4,5,7,8,9} 34 13 40 26 36 35 3 23 6 19 28 10       
{12,1,2,3,4,6,7,8} 19 5 10 26 32 36       
{29,1,2,5,9,10,11,12} 7 33 27 3 20 32 8 6 4 39 38       
{39,1,2,3,5,7,8,9} 6 33 31 4 19       
{30,1,3,5,7,8,9,10} 28 2 4 6 35 26 38 32 17 22       
{26,1,6,7,8,9,10,12} 24 4 35 2 22 11 5 18 29 16 39 31 37 40 3       
{17,1,2,3,4,5,6,7} 29 39 35 31 22 25       
{9,1,2,3,4,5,6,7} 37 20 11 12 15 38 22 31 13 21       
{14,2,4,5,6,8,12,13} 3 19 38 24 7 22 39 11 10 1 23 25 9       
{40,1,2,4,5,6,7,8} 19 28 35 3 34 36 11 25 10       
{20,2,4,5,8,9,10,11} 17 6 7 3 18 32 16 37 19 36 1 26 35       
{25,1,2,4,5,6,8,13} 20 12 9 10 7 26 40 11 3 31 39       
{40,1,2,3,4,6,7,8} 20 30 33 11 17 28 5 9       
{4,1,2,3,6,7,8,9} 23 5 21 31 20 37 40 28 18       
{29,2,3,4,5,6,7,8} 17 13 1 16 12 22 35 23       
{29,1,2,3,4,6,7,8} 14 33 30 5 31 32       
{2,1,3,4,5,6,8,9} 16 7 21 25 24 33 12       
{18,1,3,5,7,9,10,11} 6 39 36 4 14 35 26 2 32 27 17 8       
{36,1,2,3,4,5,6,7} 24 35 12 27 8 11 16       
{17,2,4,5,6,7,8,9} 3 34 32 19 25 18 15 23 1 27 36       
{16,1,2,3,4,5,6,7} 39 29 33 22 14 13 36 27 9 37 31       
{14,2,3,4,5,7,8,9} 39 1 24 27 40 34 6 10 32 15 28       
{5,1,2,4,6,7,9,10} 31 33 3 21 8 12 39 36       
{21,1,2,4,5,6,7,10} 18 17 16 29 3 26 39 9 30 12 8 22       
{2,1,3,4,5,6,7,8} 12 32 31 34 30 11 22 29 13 21       
{10,2,4,5,6,8,11,12} 19 9 38 3 22 17 25 7 32 1       
{1,2,3,4,5,6,7,8} 16 20 9 14 10 19 40 37       
{20,1,3,4,7,8,9,10} 33 35 5 23 15 2 6 17 32 34 18 29 14       
{25,1,3,4,9,10,11,13} 12 6 24 5 2 33 7 23 17 21 8 38       
