40
{19,4,5,6} 40 37 34 30 15 14 3   
{11,1,3,4} 34 26 39 32 27 35 13 15   
{37,2,4,5} 6 18 9 27 33 15 20 23 38 1 17   
{15,1,2,3} 12 22 28 21 11 35 20 7 19 13   
{25,1,2,3} 30 23 26 31 34 18 10 13 9 21 14   
{20,1,2,4} 10 8 17 3   
{9,1,2,3} 38 12 11 39 29 4 37 27   
{15,1,2,3} 27 36 20 31 13 18 6 12   
{14,1,2,4} 24 7 3 28 31 26 5   
{30,1,2,3} 16 13 36 6 29 24 25 5   
{21,1,3,5} 20 4 7 31 13 2 30 29   
{7,1,2,3} 27 35 4 17 38 8 20 21   
{4,1,3,6} 18 36 29 11 2 33 10 8 35 5 23   
{9,2,3,4} 1 33 36 31 38 5 40 24 30   
{26,5,6,7} 1 3 4 8 22 2 29   
{29,1,2,3} 40 10 25 17 27 30 37 19   
{23,1,2,4} 3 16 6 12 21 34 30   
{30,1,2,4} 8 32 5 3 40 13 20   
{37,2,3,5} 26 1 4 16 34 31 27   
{3,1,2,5} 35 4 12 40 37 28 25 18 26 11 8 22 6 34   
{29,1,2,3} 37 17 4 24 30 11 38 25 26 12 5   
{4,1,2,3} 15 20 24 30 38   
{25,1,2,4} 5 29 13 28 17 27 39 37 31 3   
{14,1,2,3} 28 38 27 35 21 30 22 26 10 9   
{21,1,2,3} 5 23 27 16 38 10 20 36 26   
{25,1,3,4} 15 39 40 5 32 9 20 37 21 19 2 24 36   
{33,1,4,5} 3 2 24 37 12 30 7 16 8 19 23 29 25   
{33,1,2,3} 30 32 36 23 20 4 24 9   
{11,1,2,3} 32 15 10 23 7 31 13 21 16 27   
{36,2,3,4} 35 14 37 11 16 1 27 28 10 17 22 5 21 18 24   
{39,1,2,3} 33 11 5 29 19 8 9 14 23   
{34,1,3,4} 26 2 29 18 28   
{3,1,2,4} 27 34 13 31 14 28 38   
{32,3,4,6} 1 20 17 33 19 5 2   
{4,1,3,5} 38 13 24 2 30 20 36 12   
{8,1,2,3} 14 10 28 26 30 25 13 35   
{3,2,4,5} 27 21 7 26 30 19 20 16 23 1   
{40,1,2,4} 35 24 3 33 7 22 21 14 12 25   
{26,1,3,4} 23 31 7 2   
{1,2,3,4} 38 14 18 16 26 20   
