80
{27,3,4,5,6,7} 80 67 13 44 36 45 11 68 48 71 50     
{41,1,4,5,7,8} 26 43 49 12 30 34 74 60 22 19 3 54 56 29 16 61 68 67 6     
{26,1,4,5,6,7} 35 2 41 64 49 70 32 60 61 71 23 40 66 27 30 56 68 57 52 62 79 15     
{37,1,2,3,6,7} 8 15 30 27 13 28 35 60 44 72 22 41 11 73 5 21 69 59 75 62 19 45 42     
{52,1,2,3,7,8} 6 41 77 31 33 28 71 14 59 10 37 54 80 75 20 4 32 68     
{57,1,3,4,7,8} 16 14 37 9 12 31 56 26 29 59 68 63 50 5 75 41 52 19 18 76 2 54 25 32     
{30,1,2,3,4,5} 57 51 18 14 52 54 80 15 55 71 56 20 22 64 36 67     
{14,1,2,3,5,6} 57 28 18 9 36 12 4 78 62 72 23 39 77 47 48 10 15 50     
{62,1,2,3,4,5} 10 55 8 6 26 76 18 12 33 75 30 28 39 64 46 41 21 17     
{55,1,2,3,4,6} 48 49 60 19 59 62 67 32 23 42 75 5 68 8 9 18 41 36     
{32,2,3,5,6,7} 4 22 21 59 57 28 48 51 16 77 50 64 38 63 1 71 80 12 31 17 67 60     
{28,1,3,4,5,7} 74 54 72 11 29 9 79 2 46 17 49 22 39 42 73 6 77 8     
{16,2,3,5,6,7} 74 52 30 46 66 71 24 45 50 15 63 32 42 43 1 29 38 69 78 67 48 4     
{7,1,2,3,4,9} 32 37 23 71 6 61 15 26 16 30 38 63 24 54 8 5 27     
{7,1,2,5,6,9} 27 8 4 78 75 48 59 57 26 13 45 61 50 38 14 22 18 3 43 23     
{22,1,3,4,5,7} 19 45 38 68 13 63 26 11 39 14 35 33 21 79 54 2 67 40 20 23 29 70 78 6     
{12,1,2,3,4,5} 9 46 76 34 74 11 33 73 72 20 47 78 21 61 44 29 53     
{22,1,2,3,4,5} 6 43 24 37 55 44 49 75 34 54 30 8 47 29 32 64 31 10 20 72 9 45 15 7 74     
{69,1,3,5,7,8} 61 6 74 57 22 16 77 56 4 30 42 52 26 66 75 51 46 10 53 2     
{18,1,2,3,4,6} 41 37 33 27 80 68 49 36 62 40 5 61 55 74 44 31 65 17 21 16 51 7     
{49,1,2,3,5,6} 40 45 9 74 23 39 80 56 75 44 53 52 66 11 48 20 63 16 4 17 79     
{44,1,3,5,6,8} 68 55 76 79 36 7 16 4 18 60 38 11 56 15 31 43 27 2 19 53 12 24 70     
{51,1,2,4,5,6} 16 21 39 57 10 15 52 14 70 65 38 72 64 43 45 3 8 61     
{22,1,2,3,4,5} 13 33 54 59 36 18 67 38 14 58 47 73 70     
{46,1,2,3,4,5} 30 32 38 29 48 75 68 42 47 78 56 6 77 72 73 67 53 41 69     
{73,1,4,5,7,8} 33 19 71 43 50 32 40 2 15 16 3 61 14 6 9     
{40,2,5,6,7,8} 47 51 22 3 61 31 33 44 29 71 20 1 30 67 15 28 4 14 52 48     
{5,1,2,3,6,7} 54 8 4 41 9 50 42 11 35 59 71 27 51 80 74 12 43     
{41,1,3,4,5,7} 74 2 27 25 18 16 76 79 17 35 13 77 12 36 55 6 65 63 48 43     
{34,1,5,6,8,10} 3 48 4 69 65 41 9 52 39 14 31 19 18 51 60 42 80 13 25 27 32 2 7 62     
{43,1,2,3,4,7} 64 69 65 6 54 74 72 67 11 27 73 34 79 5 18 60 22 20 30 63 57 39     
{30,1,2,4,7,8} 36 13 72 45 25 49 6 3 18 56 10 64 26 11 14 5     
{58,1,2,3,4,6} 5 9 17 45 78 27 53 49 73 16 41 20 63 75 26 57 39 24     
{57,1,3,4,5,6} 37 2 18 45 79 38 49 67 31 30 17     
{16,1,2,5,6,7} 29 28 4 36 54 80 3 64 79 37 50 40 75 60     
{35,2,3,4,5,6} 39 73 32 74 10 20 70 29 22 41 66 56 24 67 7 48 8 46 1 65     
{20,1,2,3,7,8} 52 35 69 51 66 60 68 58 53 45 50 14 74 34 6 18 5 63 4 40 76     
{24,1,2,3,4,5} 43 23 77 25 15 16 79 34 75 45 14 22 13 63 39 58 62 11     
{52,1,2,3,4,5} 60 66 72 9 36 33 73 31 16 30 45 38 21 41 8 40 67 12 62 23 53 47 48     
{37,1,2,4,5,6} 20 52 55 26 21 62 27 39 3 35 58 63 16 79 69     
{36,1,7,8,11,12} 80 3 72 39 70 69 48 76 33 28 61 62 46 5 60 29 10 59 2 6 43 25 20 4 30 9 44     
{4,1,2,3,5,6} 44 10 25 19 28 74 55 30 70 13 12 53     
{23,1,3,4,5,6} 15 53 13 49 31 18 2 29 26 66 41 71 47 28 22 38 58 59     
{48,2,3,5,6,7} 1 20 52 18 27 51 72 4 41 53 75 21 42 17 77 22     
{34,2,3,5,6,7} 37 1 32 65 39 78 73 13 18 79 4 33 64 48 66 21 55 38 67 16 57 23 51 15 49     
{12,1,2,3,4,5} 41 67 17 72 36 25 60 13 9 19     
{17,1,2,3,4,5} 61 24 25 27 75 8 51 43 18 73 39     
{21,2,3,4,5,6} 30 45 76 13 39 10 11 1 50 44 41 15 29 70 55 71 80 36 8 25 27 49     
{2,1,4,5,6,7} 54 58 21 53 66 33 77 78 55 20 3 45 32 69 34 43 10 18 48 12     
{13,2,3,4,5,7} 11 6 37 65 15 48 80 73 62 72 1 52 26 70 28 55 57 8 35     
{20,1,2,3,4,5} 80 63 47 76 62 19 7 45 11 27 23 28 37 44 71 54 30     
{30,1,2,4,8,9} 13 68 27 67 39 5 44 7 50 64 6 55 3 21 19 23 40 37     
{19,1,2,3,4,5} 25 57 37 33 21 22 74 44 49 42 17 68 39 54 43 58 70     
{12,1,3,4,8,9} 16 60 49 7 76 6 53 51 14 35 2 24 5 18 64 31 28     
{52,1,2,3,4,5} 45 62 49 48 18 20 61 9 60 22 29 80 67 10 7 42 50 40     
{21,1,4,5,8,9} 65 68 67 22 32 7 2 36 76 25 6 64 61 19 3     
{50,1,2,4,5,9} 69 19 11 3 74 45 6 15 33 8 53 34 64 31 23 61 80 7     
{53,1,2,3,4,5} 40 37 49 33 80 76 71 38 43 60 24 72     
{43,1,2,3,7,8} 68 5 6 4 24 15 61 10 41 11 28     
{54,1,5,6,7,8} 35 39 80 55 61 11 58 41 22 30 46 2 10 65 4 3 37 31     
{19,1,4,5,6,7} 59 63 26 3 41 65 60 47 14 17 27 23 67 55 20 57 2 15 72 56     
{41,1,2,5,6,7} 9 50 51 78 30 20 63 10 4 79 38 69 3 55 64 80 74 39 40 8     
{29,1,2,3,4,5} 38 16 14 40 51 62 11 67 74 37 6 31 21 70 66 13 33 61     
{57,1,2,4,5,6} 31 35 76 18 23 3 56 75 45 32 7 54 52 9 62 11     
{36,1,2,3,4,5} 67 60 50 23 30 29 78 56 61 72 45 31 20     
{63,1,2,4,5,6} 43 19 36 37 45 3 21 74 49 39 13 77     
{36,3,4,5,6,8} 72 13 39 11 61 55 1 34 71 25 10 46 31 56 27 24 16 79 63 45 7 65 2 52     
{53,4,7,8,9,11} 59 3 2 74 20 37 22 56 25 6 10 1 16 70 5 52     
{25,1,2,3,5,6} 37 13 57 19 4 78 41 30 71 31 40 72 62 49     
{23,1,2,4,5,6} 16 24 73 22 42 68 41 50 72 48 3 53 63 78 36     
{51,2,4,6,8,9} 13 26 1 67 58 3 69 43 11 7 77 14 72 5 48 28 27     
{61,1,2,3,5,6} 65 67 8 58 44 17 23 39 46 4 25 69 18 70 75 32 41 31 12 71 50     
{50,1,2,3,5,6} 17 47 31 70 24 4 39 25 80 36 45 26 33 12     
{37,1,3,4,5,6} 53 19 31 63 21 18 68 62 66 29 36 42 13 12 28 20 80 75 76 17 2 57     
{25,1,2,3,7,8} 64 5 79 19 6 33 77 47 35 10 15 18 74 9 44 72 4 76 38 21     
{51,1,2,3,4,5} 58 56 6 54 29 9 48 74 17 22 75 37 64 41     
{12,1,2,3,4,6} 49 8 29 75 19 44 71 11 25 5 38 66     
{33,1,2,3,4,5} 80 70 45 17 15 65 16 79 8 69 49 13 25 62     
{29,1,2,4,5,6} 3 62 45 35 34 38 67 75 21 31 12 22 16 78 40     
{60,2,3,4,6,8} 48 62 30 74 51 28 58 11 5 73 78 35 41 7 21 55 1 50 20 57     
