80
{35,3,4,6,7,9,10,11,12,13,14,15,17,19,20,22,23,24,25,26,27} 5 62 54 8 21 60 18 16 43 80 29 67 50                    
{51,1,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22} 29 73 31 71 3 52 61 49 40 41 43 55 75 56 64 67 24 46 65 57 39                    
{34,1,5,6,7,8,9,10,15,16,18,19,20,22,23,24,26,27,28,31,32} 29 51 11 80 25 4 70 30 2 50 53 39 61 17 12 48 13 47 59 14 21 77 74                    
{70,1,2,6,7,8,9,10,11,14,15,16,17,20,21,22,25,26,29,30,31} 47 24 44 72 58 27 32 3 68 19 52 53 5 12 23 67 28 18 13                    
{12,2,3,6,7,8,9,10,11,13,15,16,17,19,20,21,24,25,26,27,28} 78 32 37 74 23 68 61 56 14 1 44 75 57 4 18 22 47                    
{25,1,2,3,4,5,7,8,9,10,11,12,13,14,16,17,18,19,21,23,24} 15 22 52 35 48 66 42 65 58 73 38 69 72 46 20 59 57                    
{59,1,2,3,4,5,6,8,10,11,12,13,14,15,16,18,19,20,22,23,24} 36 76 51 35 70 64 48 65 17 39 75 63 71 9 21 33                    
{14,2,3,4,5,6,7,9,10,11,12,13,15,17,18,19,20,21,23,25,27} 60 24 74 16 48 26 78 63 40 44 1 22 59 66 76                    
{31,1,2,3,4,5,6,8,12,13,17,18,19,20,22,23,24,25,27,28,33} 52 51 38 47 78 14 16 45 39 21 15 26 73 32 10 11 43 29 49 60 30 7 42 58                    
{20,1,2,3,4,5,6,7,8,11,12,13,14,15,16,17,18,19,21,22,23} 47 33 75 60 66 74 65 61 68 49 9 64 29 32                    
{38,1,2,4,5,6,7,8,10,13,15,16,17,18,20,22,23,24,25,26,27} 21 41 60 9 68 14 30 79 56 63 53 46 12 3 19 69 66 74 70 57 65 35                    
{70,1,2,6,7,8,9,10,13,15,16,17,18,19,20,21,22,24,25,26,27} 40 77 75 57 44 3 23 48 14 11 53 78 4 5 64 54 50 80                    
{25,1,2,5,6,7,8,9,10,11,12,14,16,17,18,19,20,23,24,26,28} 21 73 27 58 45 36 44 77 65 59 15 57 4 43 29 3 52 22 54                    
{77,1,2,4,6,7,10,13,16,17,18,19,20,21,22,23,24,25,26,28,29} 46 59 5 76 3 32 33 11 58 15 12 65 75 69 27 31 52 39 37 73 48 51 9 8                    
{16,1,2,3,4,5,7,8,10,11,12,17,18,19,20,21,22,23,24,25,26} 13 78 76 37 71 53 9 14 74 45 6                    
{39,2,3,4,5,6,7,10,11,12,13,14,17,19,20,22,23,28,29,31,34} 80 8 43 24 26 25 30 46 1 38 55 41 15 18 21 73 36 9 71 32 49 74 62 66 33 48 27 50                    
{74,1,2,4,5,6,8,9,10,11,12,13,14,15,16,18,19,20,21,24,25} 44 33 27 62 38 23 7 53 3 49 22 76                    
