80
{34,3,4,5,6,7,8,9,10,11,12,13,14,16,18,19,20,22,23,24,25} 30 17 27 40 71 66 33 80 65 57 49 15 73 53 55 21                    
{80,1,3,6,7,8,9,10,11,14,15,16,19,20,21,22,23,24,25,27,28} 58 17 26 69 77 18 5 4 46 13 12 73 45 76 49 39                    
{47,1,2,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23} 71 76 59 6 64 77 55 67 41 66 45 27 22                    
{38,1,3,5,6,7,8,9,10,11,13,14,18,19,20,21,24,25,26,27,28} 58 43 62 41 23 55 17 35 46 15 40 69 44 2 22 12 53 16 80                    
{27,1,3,4,6,7,8,9,10,11,13,15,16,17,18,19,20,21,22,23,24} 2 43 58 54 46 38 45 73 42 61 41 63 75 74 14 76 12 59 37 70                    
{56,1,2,4,5,7,8,9,10,11,12,13,15,16,17,19,20,21,23,24,25} 43 36 14 46 67 3 59 78 45 37 18 22 33 70                    
{50,1,2,3,4,5,6,8,9,10,13,14,17,18,19,21,22,23,24,25,26} 11 60 15 68 62 74 27 16 69 76 42 12 67 77 20                    
{71,1,2,3,4,5,6,7,9,10,13,14,15,16,17,18,19,20,21,22,23} 30 12 44 45 34 31 55 11 32 48 78                    
{36,1,2,3,4,5,6,7,8,10,11,12,13,15,16,17,18,21,22,23,24} 19 69 75 73 68 56 40 54 41 43 20 79 38 70 78 14                    
{73,1,2,3,4,5,6,7,8,9,11,15,16,19,20,21,22,23,26,28,29} 59 25 78 24 57 62 79 63 14 64 18 13 12 38 17 42 61 27 68 46                    
{7,1,2,3,4,5,6,9,10,12,13,14,16,17,18,19,20,22,24,25,26} 53 75 21 23 63 42 54 48 65 51 15 8                    
{41,1,3,6,9,11,13,14,15,18,19,20,21,22,23,24,25,26,27,28,31} 73 2 17 67 5 30 80 4 51 16 10 61 29 8 78 7 43                    
{2,1,3,4,5,6,7,8,9,11,12,14,16,17,18,19,22,23,24,26,29} 73 60 30 28 25 21 15 27 54 58 67 39 75 10 20 70 46 42                    
{45,1,2,3,4,7,8,11,12,13,18,19,20,21,22,26,28,29,31,32,33} 79 23 53 15 30 37 17 6 39 66 71 9 25 10 74 5 50 68 24 67 44 16 27                    
{62,2,3,5,6,8,9,10,12,16,17,18,19,20,21,22,23,24,25,27,28} 60 72 14 80 11 75 26 31 40 70 1 54 7 56 29 45 48 13 4 37                    
{42,1,2,3,5,6,8,9,10,11,13,15,18,19,21,22,23,24,26,28,30} 50 46 17 20 54 14 31 29 48 77 27 63 43 4 79 7 64 12 25 47                    
{16,3,5,6,7,8,9,11,13,15,18,19,20,21,22,23,24,25,26,27,28} 31 36 2 72 1 77 12 43 52 14 4 64 58 35 10 51                    
{10,1,3,4,5,7,8,9,11,12,13,14,15,16,17,19,21,22,23,24,25} 2 20 76 48 42 73 6 70 64 80                    
{45,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,20,21,22} 68 52 74 9 34 63 35 61 42 70 26 37 47 79 33                    
{9,1,2,3,4,5,6,8,10,11,12,14,15,17,19,21,24,25,26,27,28} 67 38 77 50 78 18 7 16 68 41 53 54 13 22 57 23                    
{36,2,3,4,5,6,7,8,9,10,12,14,15,16,17,18,19,20,22,23,24} 49 35 65 11 27 80 74 42 13 73 66 44 64 1                    
{37,1,2,5,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,24,25} 68 79 4 66 77 56 39 44 71 51 32 61 6 20 59 33 3                    
{54,1,2,3,5,6,7,8,9,10,12,13,15,16,17,18,19,21,22,24,25} 52 26 4 29 68 11 47 74 63 45 76 80 40 32 33 20 14                    
{80,1,2,3,4,5,6,7,8,9,11,12,13,15,16,17,18,19,20,21,22} 38 56 74 72 73 10 28 69 61 71 54 79 48 35 14                    
{16,1,2,3,4,5,6,7,8,9,11,12,15,17,18,19,20,21,22,23,24} 10 59 29 64 65 60 39 27 45 38 32 63 57 31 14 76 56 71 40 13                    
{28,1,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,20,21,22,24} 19 23 30 48 79 65 35 67 54 58 51 29 78 42 57 31 55 63 15 77 76 71 39 2                    
{44,2,4,6,8,9,11,12,15,17,18,19,20,22,23,24,26,28,29,30,31} 3 5 65 53 21 70 35 10 37 45 16 66 7 79 62 80 73 76 13 69 25 1 14                    
{74,1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21} 62 75 13 34 69 43 40 26 67 59 60 24                    
{25,1,2,3,4,5,6,7,8,9,10,11,13,14,17,18,19,20,21,22,24} 33 50 26 70 31 62 16 12 72 42 23 64 67 48 40 68 71 15 74                    
{41,2,3,4,5,6,7,9,10,11,15,16,17,18,19,20,21,22,23,24,25} 8 13 53 70 76 14 45 79 67 12 56 1 50 42 26 57 48                    
{16,1,2,3,4,5,6,7,9,10,11,12,13,14,18,19,20,21,22,23,24} 15 17 36 40 71 26 29 61 35 76 45 25 38 53 8                    
{60,1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21} 25 22 79 45 38 8 23 56 40 47                    
{1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,20,21,24,25} 34 6 74 22 73 29 40 77 45 23 62 71 38 19                    
{8,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,20,21,22,23} 1 43 41 19 54 50 49 78 80 55 69 61 33 28 68 57 73 75                    
{31,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22,23,25} 70 62 19 63 41 67 55 74 17 4 24 58 27 42 26 39 21 46 37                    
