80
{78,4,5,6,7,10,12,14,15,16,20,22,23,24,25,26} 8 62 42 49 46 32 11 18 60 50 27 3 45 66 17 19 44 21 13 52 69 9               
{64,1,4,5,7,8,9,11,12,13,15,16,17,18,19,20} 47 66 23 24 28 60 35 65 26 77 67 43 14 10 33 69 50 3 78 73 31 59 6 27 44 53 37 57               
{52,7,10,11,12,13,14,16,17,19,20,21,22,23,25,26} 1 59 41 29 79 2 15 55 5 61 9 48 8 18 24 6 66 62 70 4 68               
{30,1,2,5,6,7,8,9,10,11,12,13,14,16,17,18} 35 44 69 48 55 20 33 63 22 70 25 75 68 76 3 15               
{43,1,2,4,9,11,12,13,15,16,17,18,19,21,22,23} 30 56 3 7 10 78 6 8 70 38 53 26 75 45 37 77 36 80 67 20 50 25 33 14               
{60,1,4,7,8,9,10,11,13,14,16,17,20,21,22,23} 43 66 69 19 5 63 77 3 28 61 47 26 2 15 53 18 31 74 12 52 58               
{55,1,2,3,4,6,8,9,10,11,12,13,15,16,17,18} 71 5 40 62 14 80 77 57 28               
{10,2,4,6,7,11,12,13,15,16,18,19,20,22,23,24} 26 48 14 56 25 3 9 65 47 71 35 37 77 1 63 5 17 42 21 57               
{61,2,4,5,6,7,11,12,13,14,15,18,19,20,21,22} 1 28 8 50 46 44 26 63 67 25 47 41 17 30 10 29 3 78 16               
{17,1,3,4,6,7,11,12,15,18,19,20,22,24,25,27} 64 8 44 26 21 42 36 16 23 56 70 68 9 13 5 2 58 50 77 14 39 54               
{15,2,3,4,5,6,7,8,9,10,12,16,17,18,19,23} 22 14 1 37 47 13 33 21 71 64 56 61 34 32 79 24 70 20 58 54               
{29,1,2,3,4,5,7,8,9,10,11,14,15,17,18,19} 35 60 47 25 46 45 36 67 71 13 20 16 64 51 38 42 6 37 28 30 72               
{15,2,3,4,5,6,7,8,9,14,18,20,22,23,24,25} 78 34 67 57 60 69 40 17 21 12 19 33 46 1 63 68 16 11 77 27 10               
{73,1,3,4,6,9,12,13,16,18,19,20,21,23,24,26} 2 51 33 53 7 10 58 78 15 76 5 62 45 17 8 25 71 40 37 67 11 50 22               
{35,1,2,5,7,8,9,10,12,19,20,22,23,24,25,27} 74 78 72 30 50 16 6 21 63 13 32 67 17 76 11 3 18 4 38 68 26 14 54               
{13,1,2,3,4,5,6,7,8,11,14,17,18,19,21,22} 12 15 31 10 39 20 37 38 60 33 75 50 26 9 34 30 69 41               
{74,2,3,4,5,6,7,11,12,16,18,20,21,23,26,27} 57 62 24 15 29 14 1 37 19 9 13 8 47 73 10 75 25 22               
{40,2,4,5,7,8,9,10,11,12,13,14,16,17,19,20} 53 72 37 75 6 28 33 79 48 22 1 61 52 76 3 55 42 69 41 63 15               
{70,2,3,4,5,7,8,9,10,11,12,14,15,16,18,20} 1 17 32 56 24 71 6 61 37 34 39 26 46 33 13 73 54               
{24,1,2,3,6,7,8,9,10,13,14,15,17,18,19,21} 39 63 5 35 55 77 68 80 44 27 52 12 4 43 11 45 16 46 56 47               
{48,2,3,4,5,6,7,9,12,14,16,17,18,19,20,22} 75 73 25 66 40 23 10 52 26 11 8 74 27 51 1 69 71 15 13 63 58               
{14,1,2,3,5,6,7,8,9,10,12,13,15,16,19,20} 23 76 56 67 74 11 63 42 4 37 29 17 31 32 30 18 58 80 73 72               
{51,1,3,4,5,6,7,8,9,11,12,13,14,15,16,17} 22 10 34 58 2 28 67 64 21 29 77 80 79 68 76 73 33 30 78 31 24 45               
{44,1,4,5,6,7,8,9,10,12,13,14,15,16,18,21} 61 2 17 72 31 43 20 36 76 3 69 62 49 67 54 19 11 37 40 23               
