80
{50,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18} 24 64 58 31 52 32 26 40 55 39 46 34 49 12               
{42,1,4,5,6,7,8,9,10,11,12,13,14,16,17,19} 71 34 56 18 64 33 66 52 76 3 54 68 70 28 15 60 79 48               
{21,1,5,6,7,8,10,11,12,13,14,15,17,18,19,22} 47 2 4 33 46 64 76 20 48 37 43 78 73 61 54 9 16 66               
{29,1,2,5,6,7,8,9,10,11,13,14,15,16,17,18} 58 12 43 57 48 56 61 46 66 72 76 21 35 74 3 19 34               
{32,1,2,3,4,6,10,11,12,13,16,17,18,19,21,22} 78 31 20 56 67 72 23 33 8 43 15 44 59 68 76 75 39 37 65 24 71 14 7 9 70               
{12,1,2,3,4,5,8,9,10,11,13,15,16,17,19,21} 67 48 20 56 14 7 80 41 38 43 76 37 40 18 70 74 78               
{20,1,2,3,4,8,9,10,11,12,13,14,15,17,18,19} 50 74 46 79 72 65 5 57 70 16 21 6 34 26 75               
{64,1,2,3,4,6,7,9,10,12,13,14,15,16,17,18} 37 42 48 72 32 20 44 65 79 47 11 76 63 59 41 25 5 62 54               
{57,1,2,4,6,7,8,10,11,13,15,16,19,20,22,24} 21 31 42 80 18 54 75 3 40 28 23 5 12 56 76 17 55 53 46 14               
{73,1,2,3,4,5,6,7,8,9,12,13,14,16,17,18} 30 11 28 19 66 24 57 47 70 41 15 26 21 77 68               
{35,1,2,3,4,5,6,7,9,12,16,17,18,19,22,23} 24 15 45 73 20 41 51 76 10 68 39 50 13 42 58 55 80 21 79 49 33 29 14 70 8               
{16,2,3,5,7,8,10,11,14,18,19,20,21,22,23,24} 77 27 65 29 1 15 57 46 17 31 39 4 38 9 69 13 6               
{30,1,2,3,4,5,6,7,8,9,10,14,15,17,18,19} 38 42 12 62 32 79 16 28 57 64 65 49 11               
{42,1,2,3,4,7,8,10,12,13,17,18,19,20,23,24} 28 54 45 64 47 9 15 32 52 43 50 61 6 5 11 49 73 21 16 71 34 22 39               
{31,1,3,4,6,7,8,9,13,16,17,18,20,22,23,24} 34 51 5 14 25 21 11 65 12 32 46 39 19 2 80 10               
{35,1,2,4,5,6,8,9,10,11,15,17,18,19,20,21} 14 23 71 24 80 13 67 55 7 52 12 76 51 3 31               
{71,1,2,3,4,5,6,7,8,10,11,13,14,15,16,18} 34 74 26 76 9 53 68 12 57 51 39 31 55 45 35 44 70 30 22               
{77,1,3,4,5,7,8,10,11,12,13,14,15,16,17,19} 75 76 36 57 24 2 68 64 27 62 6 39 21 78 31 9 74 61 29               
{75,1,2,3,5,6,7,8,9,11,12,13,14,16,17,18} 15 42 34 10 4 31 80 49 39 28 74 67               
{6,1,2,4,9,10,12,13,14,15,16,17,18,19,21,22} 63 65 8 50 64 34 59 70 55 28 36 11 66 39 5 3 26 57 40 7               
{4,1,2,5,6,8,12,13,16,17,19,20,23,24,26,27} 62 31 63 45 55 25 65 68 48 9 7 3 14 11 57 49 22 18 46 15 10 67 61               
{73,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16} 71 14 79 21 63 68 80 34 77 75 33 38 37 32 27 17 25 26               
{51,1,2,3,4,6,7,8,10,11,12,13,14,15,17,18} 62 37 58 24 42 16 26 60 9 5 49 59 76 44               
{65,2,3,4,6,7,8,9,12,13,14,15,17,19,20,21} 10 69 79 45 27 1 67 23 68 61 16 48 5 18 11 40 66               
{22,1,2,3,4,5,6,7,9,10,11,12,13,14,16,17} 71 70 52 53 50 54 8 58 69 30 38 21 15 43 36 77 48 45               
{77,2,3,4,5,6,8,9,11,12,13,14,15,16,18,19} 60 80 10 45 36 58 67 20 49 23 34 66 41 22 37 74 53 65 56 7 1 17               
{18,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16} 31 80 24 40 64 62 22 66 30 50 36 12 75               
{34,1,3,4,5,6,7,8,11,12,15,16,17,18,21,22} 45 44 20 70 43 69 47 72 10 60 53 9 13 37 68 19 38 14 2               
{33,1,2,3,5,6,7,8,9,10,13,14,15,16,17,19} 57 4 73 18 49 42 12 46 41 68 50 48 11               
{13,1,2,3,4,5,6,7,8,9,11,12,14,15,16,18} 66 17 25 10 41 40 60 47 46 72 61 76 63 27 80               
{40,2,3,4,6,7,8,10,11,13,14,20,22,23,24,25} 39 52 62 16 21 43 68 1 32 59 15 18 67 77 45 35 46 74 19 12 17 72 75 5 27 9               
{22,2,3,4,6,7,9,10,11,12,16,17,18,19,20,21} 34 5 1 13 80 61 39 8 55 42 49 58 14 77 43 68 31 15               
{22,1,4,6,7,8,9,10,12,13,14,15,16,17,18,19} 57 46 29 5 65 52 62 3 42 11 2 59               
{41,3,5,6,8,9,10,11,12,13,16,18,21,23,24,25} 32 63 79 1 48 78 2 19 7 20 69 80 22 58 4 54 61 47 56 17 26 73 64 15 28 57 38 72 14               
{31,1,2,3,5,6,7,8,9,10,12,13,14,15,18,19} 11 4 39 75 16 59 74 17 37 55 44 60 47               
{26,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15} 61 75 71 80 40 72 66 20 63 27 25 56 74 73 18 39               
{26,1,2,4,7,9,10,11,12,13,14,15,16,17,18,19} 6 45 78 68 23 28 57 3 22 76 69 77 70 35 79 62 72 40 65 5 46 8 50 41 64               
{25,1,2,3,4,5,7,8,9,10,11,14,15,16,17,18} 60 65 42 28 13 61 39 34 62 12 76 22 6 51 75               
{18,2,3,4,6,7,8,9,10,13,16,21,22,23,24,25} 68 54 56 35 15 48 31 12 65 20 1 76 49 14 5 32 36 38 50 59 17 11 19 63 74 62 47 73 72               
{1,2,3,4,5,7,8,10,11,12,13,14,15,16,17,18} 27 56 79 76 6 36 20 42 31 59 70 30 48 52 37 53 24 51 43 63 58 9 49               
{57,1,2,3,4,5,7,9,12,13,14,15,16,17,18,19} 69 10 50 44 6 26 53 58 61 77 48 11 76 37 29 47 43 8 34 30               
{11,1,3,4,5,6,7,10,12,15,16,17,18,20,21,22} 8 38 13 59 23 29 2 57 49 14 32 64 40 71 9 33 69 58 52 19 54               
{5,1,2,7,8,9,10,11,12,13,15,16,17,18,19,20} 50 48 51 49 71 56 25 31 6 57 79 53 32 14 4 66 40 41 80 3 28 64               
{75,1,2,3,4,6,7,9,10,11,12,13,14,15,16,18} 53 66 23 69 79 35 5 8 41 17 63 28               
{69,1,2,3,4,5,6,7,8,9,10,12,13,15,16,18} 62 25 21 17 31 77 11 54 24 14 72 26 51 28 48 37 49               
{70,2,5,6,8,10,11,13,14,16,17,18,19,20,22,23} 21 49 33 73 15 71 1 3 47 7 65 52 30 4 29 31 37 79 9 12               
{46,1,2,4,5,6,7,9,11,12,13,15,16,17,18,19} 39 35 60 79 41 53 3 51 62 28 30 66 73 63 34 76 14 10 55 8               
{40,1,5,7,9,10,11,12,13,14,15,16,17,18,19,20} 45 41 21 39 66 43 25 2 24 63 6 8 34 29 49 60 4 3 79 61 64               
{32,2,3,4,5,6,7,8,9,10,12,15,16,17,18,20} 23 53 21 78 42 19 13 1 62 26 48 29 45 40 55 79 11 68 14 54 61 43 46 39               
{25,2,3,4,5,6,8,9,10,12,13,15,16,17,18,19} 56 20 64 27 7 1 51 77 29 37 41 39 53 79 57 72 11 43 67 14 69 76 68               
{15,1,2,3,4,5,6,7,8,9,10,12,13,14,18,19} 45 76 16 17 60 53 50 47 40 23 66 79 52 38 43 11               
{67,3,4,5,6,7,8,9,10,11,12,13,15,17,18,19} 68 14 64 40 46 16 42 57 77 1 51 25 69 59 72 33 31 2               
{9,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16} 62 43 60 73 40 64 17 69 47 26 25 76 41 28 44 80 50 49 51 59               
{67,1,4,5,6,7,10,11,12,13,15,16,17,18,19,20} 9 69 49 39 3 80 59 14 34 42 77 25 8 64 2 45 56               
{69,2,3,4,5,6,7,8,10,12,13,14,15,18,19,22} 35 16 9 1 66 32 20 11 64 59 17 60 49 72 47 73 21               
{34,1,3,7,8,10,11,12,13,14,15,16,17,18,19,20} 67 40 43 39 5 36 26 2 59 70 54 9 78 6 60 4 50               
{21,1,2,3,5,6,8,11,14,15,16,19,22,23,24,25} 78 75 52 33 17 12 20 63 43 42 50 10 34 18 4 77 9 64 7 29 74 66 37 13 41               
{40,2,3,5,6,7,8,9,10,12,13,14,15,16,17,18} 59 23 42 4 34 1 25 61 32 79 65 26 11 41               
