80
{28,3,4,5,6,8,10,14,15,16,17,18,19,20,21,22,23,24,25,27,29} 63 12 11 40 51 7 9 26 13 74 30                    
{62,1,3,6,7,11,13,15,17,20,21,22,24,25,26,27,28,29,31,32,33} 23 30 18 10 63 14 8 57 16 36 19 12 79 5 9 38 56 74 50 46 4                    
{50,1,2,5,6,7,8,10,12,13,14,15,19,22,23,26,27,29,31,32,33} 24 30 69 25 21 45 60 28 67 74 72 18 9 16 20 11 62 38 37 4 17 40 48                    
{33,1,5,6,7,9,10,13,14,15,16,17,18,21,22,23,25,26,27,28,29} 12 56 2 39 57 3 54 8 11 41 74 20 59 24 31 71 19                    
{12,1,3,4,6,7,9,10,11,13,14,15,16,17,18,19,20,22,23,24,25} 41 74 40 8 73 54 69 45 60 51 32 28 2 53 38 78 21 57 62                    
{30,1,2,3,4,5,7,8,10,11,12,15,16,18,21,22,23,24,25,26,28} 9 72 76 14 79 35 38 56 63 17 19 69 47 20 27 13 77 55 71                    
{39,2,3,4,5,6,9,10,11,12,13,14,15,18,20,23,24,26,27,28,29} 49 1 8 76 59 25 62 47 16 43 71 61 40 70 19 17 74 30 51 68 22 21 38                    
{77,1,3,6,9,10,11,12,13,14,15,16,18,19,21,23,24,25,26,28,29} 4 7 20 72 74 54 38 22 58 27 5 17 68 35 2 49 69 50 44 70                    
{64,4,5,7,8,10,11,12,14,16,17,18,21,22,23,24,25,26,30,31,32} 66 15 1 13 36 58 20 42 29 6 79 19 28 2 3 27 73 52 59 75                    
{77,1,3,4,5,6,7,8,9,11,13,14,15,16,17,20,21,22,23,27,28} 2 24 25 43 47 18 73 12 19 56 46 55 38 74 32 54 26 59                    
{4,2,5,6,7,8,9,10,12,13,15,16,18,19,20,21,23,24,26,27,29} 64 51 38 71 37 22 40 1 50 28 45 3 39 14 25 65 76 68 74 35 17 49 52 78                    
{74,3,6,7,8,9,11,13,14,15,16,17,18,19,20,21,23,25,27,28,29} 10 4 65 24 2 36 47 79 5 51 26 70 63 22 1 35                    
{16,2,3,4,5,7,8,10,11,12,14,15,17,19,20,21,22,23,24,25,26} 9 27 46 43 18 74 1 63 6 47 55 48 56 52                    
{31,1,3,4,5,7,8,9,10,12,13,16,17,18,19,20,21,22,24,26,27} 11 38 23 15 55 2 73 6 25                    
{63,1,2,3,4,5,6,7,8,10,11,12,13,16,19,20,21,22,23,25,26} 50 78 70 27 61 54 67 52 59 73 68 17 44 24 39 43 9 18 14                    
{35,1,4,5,6,8,9,10,11,12,14,15,17,19,21,22,23,24,25,26,27} 79 49 13 77 7 3 31 60 68 78 75 18 2 62 39 20 56                    
{33,1,2,4,5,9,10,12,13,14,16,18,20,24,25,26,27,29,30,31,34} 15 79 73 69 61 8 21 22 3 32 23 28 6 7 52 64 41 44 11 60 67 40 58 66 19                    
{72,1,4,5,6,7,8,9,11,12,14,17,21,22,23,25,26,27,28,29,30} 76 19 10 47 78 24 34 74 64 48 58 3 31 13 16 80 75 15 2 70 20                    
{17,1,3,5,8,11,12,13,14,15,16,20,22,23,25,26,27,29,31,34,36} 10 2 51 7 21 75 32 28 45 63 30 35 40 24 6 33 39 9 47 18 4                    
{28,1,2,5,7,10,11,12,13,14,15,17,19,21,23,24,29,30,32,33,34} 61 31 44 66 79 57 27 63 4 26 18 73 77 70 8 22 35 3 40 9 42 58 6 25 78 16 55                    
{19,1,2,4,6,8,9,10,11,12,13,14,15,16,18,20,22,25,26,27,28} 23 5 3 7 67 30 51 45 50 73 24 74 71 64 36 54 60 17 35                    
{78,1,2,3,4,5,6,9,10,13,14,15,16,18,19,21,23,25,26,27,28} 62 77 46 53 8 24 12 7 75 54 17 61 39 20 55 30 45 59 67 35 11                    
{2,1,3,4,5,6,7,8,9,10,11,12,13,15,16,18,19,20,22,24,25} 39 32 33 49 37 63 30 52 17 14 28 72 62 21                    
{43,1,2,5,6,7,8,9,11,13,14,16,17,20,23,25,26,27,28,30,31} 40 61 69 19 3 22 21 66 70 12 38 72 18 10 59 32 4 15 52 29 64                    
{69,1,2,4,5,6,8,9,12,13,15,16,17,18,19,21,22,23,24,26,27} 63 32 60 62 68 3 31 70 41 28 10 73 30 7 47 72 11 38 76 57 55 61 79 14 80 29 20                    
{1,2,3,4,5,6,7,8,9,11,13,14,15,16,17,18,19,21,22,23,24} 72 64 56 48 59 20 50 69 80 27 51 40 12 10 73 77 42 49 34                    
{62,1,2,3,4,5,7,10,11,12,14,16,17,18,19,21,22,23,24,25,28} 49 50 20 8 56 54 38 63 13 15 51 35 26 6 67 75 80 9 59                    
