80
{52,3,4,7,8,9,10,11,12,13,14,15,18,19,20,21} 70 62 38 31 54 24 6 44 16 59 79 17 73 55 5               
{38,1,3,4,5,6,7,9,10,13,14,15,16,17,18,19} 12 73 64 30 41 77 11 78 61 24 51 76 52 27 8 25               
{42,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16} 56 52 41 63 50 21 26 60 55 58 32 27 36 40 30 35 64 73               
{68,1,2,3,5,6,7,8,9,10,11,12,13,14,15,18} 53 79 28 46 48 69 65 17 23 30 76 75 16 73 45 61 43               
{18,2,3,4,6,7,8,9,10,11,12,13,14,15,16,17} 51 48 1 43 28 62 68 34 74 36 59 50 24 61 77               
{76,2,3,4,5,7,9,10,11,13,14,15,16,17,19,20} 59 53 12 51 1 32 58 27 37 33 74 39 61 18 35 30 8 70 40               
{53,1,2,3,4,5,6,8,9,11,12,13,14,15,16,17} 67 69 31 49 33 66 55 35 73 61 10 68 21 71 54 50 75               
{28,1,3,4,5,7,9,10,11,12,13,14,17,18,20,21} 2 32 30 42 15 6 78 41 75 63 16 61 47 19 57               
{17,1,2,3,4,5,6,7,8,11,12,13,14,18,19,20} 15 44 36 75 50 63 61 40 16 26 48 66 21 34 68 79 10 59 38 49 37               
{50,1,2,3,4,5,6,8,11,13,14,15,17,19,21,22} 12 77 20 54 16 45 32 74 23 40 33 9 29 39 62 43 70 7 69 42 18 68 24 38 26               
{44,1,3,4,5,6,7,8,9,10,12,13,14,15,16,17} 45 70 65 59 43 29 58 49 48 31 38 75 33 78 2 36 21 34 39               
{45,1,3,4,5,7,8,9,11,14,15,17,18,19,20,21} 2 50 39 58 23 33 77 26 10 13 16 71 6 63 73 60               
{63,1,2,3,4,5,6,7,8,9,10,11,14,17,18,20} 48 16 19 75 25 51 72 12 15 38 67 22               
{35,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16} 77 52 55 50 21 51 64 79 22 68 65 56               
{8,1,2,3,4,5,6,7,10,11,12,14,18,19,20,21} 13 48 51 17 39 52 76 9 75 63 77 54 16 30               
{13,2,3,5,6,7,11,14,17,18,19,21,22,23,25,26} 55 73 51 12 63 20 31 4 32 8 10 52 39 24 76 1 9 68 15 45 54 47               
{74,2,3,5,6,7,8,10,11,12,13,14,16,18,19,20} 22 9 1 65 57 76 59 78 62 38 67 51 52 4 15 49               
{5,1,2,3,4,7,8,9,11,12,13,14,15,16,17,19} 49 72 66 69 6 25 31 53 10 35 80 26 75 51 42 56 65 59 48 47 43 44               
{54,1,2,3,4,5,6,7,9,10,11,12,14,15,16,17} 20 8 70 13 67 42 77 21 26 35 80 22 75 28               
{60,1,2,3,4,5,6,7,8,9,11,12,13,14,15,17} 51 16 19 36 35 21 77 79 43 59 10 30 75 69 33 27               
{7,1,2,4,5,6,8,10,12,13,15,16,17,18,22,23} 27 20 14 56 51 38 34 37 3 73 78 69 19 60 11 80 66 9 41 58 52               
{42,1,2,3,4,5,6,7,8,9,10,11,12,15,16,18} 61 19 52 17 40 32 49 48 13 73 34 45 14 46 31 72               
{33,1,2,3,5,6,7,8,9,11,13,14,15,16,17,18} 27 10 52 28 34 72 4 74 30 49 45 62 61 12 73 57 76               
{10,3,4,6,7,8,9,11,12,13,14,15,17,18,19,20} 41 53 62 80 30 37 40 42 66 16 31 1 2 45 5               
{70,1,3,4,5,6,7,8,9,10,11,12,14,15,16,17} 13 2 55 52 59 46 27 68 65 71 26 47 18 39 44 66 31 73               
{19,1,2,4,5,6,7,8,11,13,14,15,16,17,20,21} 59 3 28 72 9 74 52 50 78 25 61 49 10 27 18 67 12 79               
{61,1,4,5,7,8,9,10,11,12,13,14,15,16,17,18} 25 43 33 26 21 23 3 6 20 80 76 2 53 31 59 29               
{33,1,2,3,6,7,9,10,11,12,13,14,15,16,17,18} 72 38 42 23 44 41 75 39 19 8 61 5 65 4 62 48 58 26               
{11,1,2,3,4,5,6,7,8,9,12,13,14,15,16,17} 39 57 27 10 70 59 67 30 47 31               
{42,1,5,7,9,10,11,12,13,14,16,17,18,19,21,22} 80 23 59 29 34 64 79 6 20 24 2 49 69 3 72 4 8 54 58 15               
{69,2,3,4,5,6,8,9,10,12,13,14,15,17,19,20} 29 1 79 39 16 18 22 51 76 38 64 24 7 77 11 58 34 25 47 36 68 71 72 54 41 27               
