20
{9,3,4,7,8,10} 6 12 5     
{15,1,3,4,5,6} 17     
{16,1,2,4,5,6} 17 8 20     
{7,1,2,3,5,6} 20 13 11 12 8     
{17,2,3,4,7,8} 6 11 1 14 18     
{18,2,3,4,7,8} 15 16 1 5     
{4,1,2,3,5,6} 11 15 9     
{15,1,2,5,6,7} 3 13 4     
{10,2,3,4,5,6} 7 13 1 20     
{20,1,2,3,4,5} 9 15     
{7,1,2,3,6,8} 16 19 5 17 4 15     
{4,2,3,5,6,7} 20 18 1     
{4,1,2,3,5,6} 8 19 9     
{19,1,2,3,4,6} 5     
{11,1,3,4,5,9} 8 2 6 10 20 7     
{3,1,2,4,5,7} 6 11     
{3,1,4,6,7,8} 11 2 5     
{12,1,2,3,4,7} 20 6 5     
{13,1,2,3,4,5} 11 14     
{10,1,2,5,6,7} 12 15 4 9 3 18     
