20
{2,4,5,6,7,8} 14     
{6,4,5,7,8,9} 1 18 3     
{8,1,4,5,6,9} 10 14 7 11 2     
{8,1,2,3,6,7} 20 9 14 18 5     
{8,1,2,3,6,7} 10 19 16 4 18     
{10,1,3,4,5,7} 9 14 18 2     
{3,1,2,4,5,6} 11     
{10,1,2,6,7,9} 4 5 11 20 3 18     
{6,1,2,3,5,7} 4     
{20,1,2,4,7,9} 6 8 16 3 5     
{3,1,2,4,5,6} 7 17 14 18 8     
{19,1,2,3,4,5} 15 13 14     
{14,1,2,3,4,5} 18 12     
{11,2,5,7,8,9} 16 12 4 1 6 13 3     
{12,1,2,3,4,5} 17     
{10,1,2,3,4,6} 14 5     
{19,1,2,3,4,5} 11 15     
{8,1,3,7,9,10} 5 4 11 6 13 2     
{17,1,2,3,4,6} 20 5 12     
{8,1,2,3,5,6} 4 19 10     
