20
{5,3,4,6,8,9} 20 13 15 18 19 7     
{16,1,3,4,5,7} 9 6 15     
{13,1,2,5,7,8} 4 6 18 19 17     
{13,1,2,5,6,7} 3 17 12 14     
{18,2,3,4,6,7} 10 19 1 11 16 8 9     
{2,1,4,5,7,9} 8 18 12 14 15 20 3     
{12,2,3,4,5,6} 1 20 19 16     
{16,1,2,3,4,7} 20 9 6 5 13     
{13,1,3,4,6,7} 14 2 5 8 15 18     
{12,1,2,3,4,6} 19 5 14     
{19,1,2,3,4,6} 13 5     
{19,1,2,3,5,8} 13 4 7 20 10 6     
{8,2,5,6,7,10} 12 11 3 9 1 4 17     
{15,1,2,3,5,7} 16 6 4 9 10     
{2,3,4,5,7,8} 14 6 9 1     
{7,1,3,4,6,9} 14 17 5 2 8     
{16,1,2,5,6,7} 4 3 13 18 20     
{1,2,4,7,8,10} 9 3 5 6 17     
{7,2,4,6,8,9} 3 11 1 10 5 12     
{1,2,3,4,5,9} 6 8 17 7 12     
