20
{14,3,4,5,6,8} 10 9 12 11 7     
{18,1,3,4,5,6}     
{8,1,2,6,7,9} 19 4 12 16 5     
{6,1,2,5,7,8} 3     
{18,1,2,4,6,7} 9 3 19 11 13     
{15,1,2,3,5,8} 7 20 4     
{6,2,3,4,5,8} 13 1 20 19     
{3,1,2,4,5,6} 11     
{14,2,3,4,6,7} 13 1 5 11     
{15,2,3,4,5,6} 18 1 20 13     
{16,2,3,4,6,7} 8 19 1 17 9 5 15     
{19,2,4,5,6,7} 1 3     
{14,1,2,3,4,6} 7 10 5 18 9 15     
{1,2,3,4,5,6} 9 13     
{10,1,2,3,4,5} 13 6 11     
{11,1,2,4,5,6} 3     
{20,1,2,3,4,5} 18 11     
{17,1,3,4,6,7} 10 5 2 13     
{7,1,2,4,6,8} 3 12 11 5     
{6,1,2,3,4,5} 17 7 10     
