20
{16,8,9,11,12} 6 7 3 4 2 10    
{7,3,4,5,6} 8 1 13 17    
{1,2,4,5,6} 19    
{16,2,3,5,6} 9 10 13 8 14 1    
{7,1,2,3,4} 13 14 11 9    
{7,2,3,4,5} 16 12 1 20    
{16,3,4,10,12} 1 5 11 8 2 9 6 20    
{2,1,3,5,6} 4 7 14 12 20    
{7,1,2,3,6} 5 4    
{1,2,3,5,6} 4 12 19    
{7,1,2,3,4} 13 5    
{18,1,2,3,4} 10 8 15 6    
{20,1,3,6,7} 4 11 2 5    
{4,1,2,3,6} 8 5    
{17,1,2,3,4} 18 12    
{7,2,3,5,8} 6 4 1    
{15,1,3,4,5} 2 19    
{15,1,2,3,4} 12    
{3,1,2,4,5} 10 17    
{13,1,2,3,4} 8 7 6    
