20
{16,4,5,6,7,8} 10 15 13 3 18     
{17,1,3,4,5,6} 7 18 9 10     
{16,2,4,5,6,7} 14 1 8 10     
{13,1,2,3,5,6} 19     
{17,1,2,3,4,6} 13 19 16 8     
{18,1,2,3,4,5} 8 19 15 11 9 13     
{16,1,3,4,5,6} 2     
{18,1,2,4,7,9} 3 5 6 12 10 19     
{20,1,3,4,5,7} 6 2 12     
{1,4,5,6,7,9} 16 3 15 2 8     
{6,1,2,3,4,5} 16 20 19     
{9,1,2,3,4,5} 8 13 19 20 15     
{1,2,3,7,8,9} 20 12 6 17 4 5     
{16,1,2,4,5,6} 3     
{16,2,3,4,5,7} 6 10 12 1     
{11,2,4,6,8,9} 14 5 7 1 3 15 10     
{5,1,3,4,6,7} 13 2     
{8,3,4,5,7,9} 2 6 19 1     
{5,1,2,3,7,9} 8 12 18 4 6 11     
{9,1,2,3,4,5} 12 11 13     
