20
{9,4,6,7,10,11} 18 3 16 8 5     
{8,1,3,5,6,7} 13 16 4 9     
{9,2,4,5,6,8} 10 19 1 7     
{10,1,3,5,6,7} 9 19 2 17     
{19,2,3,4,6,8} 18 7 15 10 11 1     
{8,1,2,3,4,5} 19 14 11 18 17     
{5,1,2,4,6,8} 3     
{15,3,4,5,7,9} 12 2 1 11 6 10     
{2,5,6,7,8,10} 1 3 4 16     
{16,1,2,6,7,9} 20 3 8 4 15 5     
{5,1,2,3,4,7} 6 8 20 15     
{8,1,2,3,4,5}     
{2,1,3,4,5,6} 17     
{6,1,2,3,4,5} 18     
{5,1,2,3,4,6} 10 8 16 11     
{9,3,4,5,6,7} 15 1 10 2 17     
{4,1,2,3,5,7} 6 16 13     
{5,2,3,4,7,8} 6 14 1     
{4,1,2,7,8,9} 3 6 5     
{11,1,2,3,4,5} 10     
