20
{5,3,4,6,7} 14 12 15 8 11    
{18,1,3,4,5} 15 10    
{6,1,2,4,5} 17 15 16 19 20    
{14,1,2,3,5} 15 18 16    
{17,2,3,4,6} 9 1 15    
{9,1,2,4,5} 7 3    
{6,1,2,3,4} 15 12 19 17    
{1,2,3,4,5} 17 9 11    
{8,1,2,3,4} 18 6 5 15 14    
{20,1,3,4,5} 17 12 16 18 2 15    
{8,2,3,4,5} 13 1 16 12    
{10,2,3,4,5} 16 7 11 14 1 18    
{11,1,2,3,4} 16 15    
{9,2,3,5,6} 12 20 4 1    
{4,6,8,11,12} 20 18 7 1 9 10 2 5 3 13    
{3,1,2,5,6} 13 10 4 11 20 12    
{5,1,2,4,6} 10 7 8 3    
{9,1,3,5,6} 15 12 4 10 2    
{7,1,2,4,5} 3    
{3,1,2,4,5} 14 15 10 16    
