20
{4,5,6,7,8,10} 9 18 3     
{9,1,4,6,8,10} 3 18 7 5 12     
{19,4,5,6,8,10} 1 16 20 2 7 13 9     
{19,2,3,5,6,7} 1 15     
{12,1,3,4,7,10} 6 8 14 16 9 15 2     
{10,1,2,3,4,7} 16 12 9 5     
{14,1,4,5,6,8} 10 3 15 2     
{5,1,2,3,4,6} 11     
{3,4,7,8,10,11} 6 1 20 2 5     
{7,1,2,3,4,5} 6     
{13,1,2,3,4,5} 15 8 16 18 14     
{6,1,3,4,7,8} 2 5     
{14,1,2,4,5,6} 11 20 3     
{7,1,2,3,4,6} 11 5 13 17     
{11,1,2,3,6,8} 4 7 20 5     
{19,1,2,4,7,8} 5 17 6 11 3     
{14,1,2,3,4,5} 16     
{1,3,4,5,6,7} 11 2     
{3,1,2,5,6,7} 20 4 16     
{19,1,2,4,5,6} 9 13 15 3     
