20
{10,3,4,5,6,7} 12     
{11,1,3,5,7,8} 18 14 6 4     
{12,1,2,4,5,6} 18 8 13     
{9,1,3,5,6,7} 17 14 2     
{11,1,2,3,4,6} 14 13     
{17,1,3,4,5,7} 2     
{13,1,2,3,4,5} 9 16     
{20,1,2,4,5,6} 3     
{4,1,2,3,5,6} 7 14 20     
{16,2,3,4,5,6} 12 1 20 15     
{2,1,3,4,6,7} 5 19 20     
{15,2,4,5,6,7} 3 1 19 10     
{5,1,2,4,6,8} 18 7 3     
{9,1,3,6,7,8} 4 5 2     
{16,1,2,3,4,5} 12 18 10     
{15,1,2,3,4,5} 7 10     
{19,1,2,3,5,7} 4 18 6     
{2,1,4,5,6,7} 17 3 20 15 13     
{12,1,2,3,4,5} 11 17     
{10,1,2,3,4,5} 18 8 9 11     
