20
{14,3,4,5,8,9} 6 11 7 15     
{12,1,3,4,5,6} 20 17 11     
{7,1,2,4,5,6} 14 19 10     
{11,1,2,3,5,6} 10 18     
{19,1,2,3,4,6} 15 7 13 10     
{20,2,3,4,5,7} 14 1     
{14,2,4,6,8,9} 12 5 1 17 3     
{15,1,2,3,4,5} 19 18 11 9 12     
{8,1,2,3,4,5} 20 14 12     
{14,1,2,6,7,8} 3 5 16 4 12     
{1,3,5,6,7,9} 16 13 17 2 8 4     
{2,1,3,4,5,6} 7 20 10 8 9     
{11,1,2,3,4,6} 5 18     
{18,2,4,5,8,11} 10 19 1 16 7 20 6 3 9     
{8,2,3,4,6,7} 5 1 16     
{15,1,2,3,4,5} 18 11 14 20 19 10     
{19,1,3,4,5,6} 20 11 2 7     
{16,1,2,3,5,6} 4 8 14 13     
{16,1,2,4,6,7} 5 14 8 20 3 17     
{14,1,3,4,5,7} 17 16 6 12 9 19 2     
